ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,BLDGNO3,STREET3,STSUFX3,STATUS1,STATUS2,STATUS3,BLOCK,LOT,BORO_CODE
11214,1814,78TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6261,12,3
11214,1937,78TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6250,61,3
11214,2024,78TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,6263,17,3
11214,2025,78TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6251,69,3
11214,2027,78TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6251,66,3
11214,2033,78TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6251,64,3
11214,2034,78TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6263,20,3
11214,2039,78TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6251,62,3
11214,2045,78TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6251,60,3
11214,2047,78TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6251,58,3
11214,2053,78TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6251,57,3
11214,2073,78TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6251,47,3
11214,1661,79TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6259,52,3
11214,1663,79TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6259,51,3
11214,1669,79TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6259,48,3
11214,1740,79TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6272,23,3
11214,1744,79TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6272,24,3
11214,1748,79TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6272,27,3
11214,1752,79TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,6272,29,3
11214,1758,79TH,ST, , , , , , ,MULTIPLE DWELLING B,GARDEN COMPLEX, ,6272,31,3
11214,1761,79TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6260,61,3
11214,1764,79TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6272,33,3
11214,1765,79TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6260,60,3
11214,1768,79TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6272,34,3
11214,1770,79TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6272,35,3
11214,1818,79TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6273,6,3
11214,2075,79TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6263,43,3
11214,1624,80TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6283,16,3
11214,1630,80TH,ST, , , , , , , , , ,6283,18,3
11214,1638,80TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6283,22,3
11214,1728,80TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6284,26,3
11214,1730,80TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,6284,27,3
11214,1733,80TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6272,73,3
11214,1737,80TH,ST, , , , , , ,MULTIPLE DWELLING A,ROOMING HOUSE, ,6272,72,3
11214,2278,80TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,6289,37,3
11214,2282,80TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6289,38,3
11214,2290,80TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6289,40,3
11214,1761,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6284,61,3
11214,1763,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6284,60,3
11214,1766,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6314,40,3
11214,1772,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6314,41,3
11214,1779,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6284,50,3
11214,1803,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6285,1,3
11214,1824,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6296,16,3
11214,1826,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6296,17,3
11214,1830,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6296,18,3
11214,1850,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6296,27,3
11214,2233,81ST,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,6289,65,3
11214,2237,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6289,62,3
11214,2251,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6289,56,3
11214,2347,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6848,50,3
11214,2351,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6848,47,3
11214,2353,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6848,46,3
11214,2357,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6848,45,3
11214,2363,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6848,43,3
11214,19-02,81ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6297,6,3
11214,1845,82ND,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,6296,46,3
11214,1850,82ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6315,27,3
11214,1919,82ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6297,70,3
11214,1938,82ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6316,22,3
11214,2121,82ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6299,62,3
11214,2143,82ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6299,53,3
11214,2155,82ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6299,43,3
11214,2256,82ND,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,6319,30,3
11214,2315,82ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6849,72,3
11214,2317,82ND,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,6849,71,3
11214,2334,82ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6851,18,3
11214,2350,82ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6851,26,3
11214,1835,83RD,ST, , , , , , , , , ,6315,54,3
11214,1869,83RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,6315,39,3
11214,1921,83RD,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,6316,99,3
11214,1923,83RD,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,6316,67,3
11214,1926,83RD,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6328,17,3
11214,1935,83RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,6316,59,3
11214,1975,83RD,ST, , , , , , ,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE, ,6316,43,3
11214,2013,83RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,6317,71,3
11214,2227,83RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,6319,66,3
11214,2249,83RD,ST, , , , , , , , , ,6319,57,3
11214,2250,83RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,6331,18,3
11214,2439,83RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,6852,32,3
11214,1726,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6326,19,3
11214,1745,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6314,94,3
11214,1878,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6332,37,3
11214,1901,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6328,1,3
11214,1975,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6328,43,3
11214,2000,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6334,6,3
11214,2021,84TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,6329,67,3
11214,2070,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6334,34,3
11214,2080,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6334,36,3
11214,2123,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6330,68,3
11214,2160,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6335,29,3
11214,2214,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6336,12,3
11214,2240,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6336,21,3
11214,2263,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6331,48,3
11214,2366,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6855,33,3
11214,2368,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6855,34,3
11214,2409,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6854,70,3
11214,2471,84TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6854,38,3
11214,1844 TO 1846,84TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,6332,26,3
11214,1701,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6326,1,3
11214,1745,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6326,91,3
11214,1751,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6326,89,3
11214,1857,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6332,51,3
11214,1864,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6344,33,3
11214,1917,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6333,70,3
11214,1922,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6345,16,3
11214,1970,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6345,36,3
11214,2009,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6334,1,3
11214,2069,85TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,6334,45,3
11214,2109,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6335,1,3
11214,2200,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6348,6,3
11214,2239,85TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,6336,59,3
11214,2302,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6858,6,3
11214,2345,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6855,60,3
11214,2369,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6855,47,3
11214,2373,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6855,46,3
11214,2375,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6855,45,3
11214,2381,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6855,44,3
11214,2383,85TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6855,43,3
11214,1802 TO 1808,86TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6369,47,3
11214,2043,BATH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6410,3,3
11214,7701,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A,J-51, ,6253,96,3
11214,7705,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6253,1,3
11214,7714,BAY,PKWY, , , , , , ,MULTIPLE DWELLING B, , ,6252,42,3
11214,7901,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6277,6,3
11214,7902,BAY,PKWY, , , , , , ,MULTIPLE DWELLING B, , ,6276,36,3
11214,7913,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,6277,1,3
11214,8001,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6289,6,3
11214,8015,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6289,1,3
11214,8020,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6288,37,3
11214,8100,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,6299,32,3
11214,8200,BAY,PKWY, , , , , , , , , ,6318,37,3
11214,8201,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6319,6,3
11214,8223,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6319,1,3
11214,8301,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6331,6,3
11214,8320,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,6330,38,3
11214,8404,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6335,38,3
11214,8405,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6336,6,3
11214,8611,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6381,33,3
11214,8650,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6380,62,3
11214,8687,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6415,40,3
11214,8693,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6415,37,3
11214,8705,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A,ROOMING HOUSE, ,6415,32,3
11214,8722,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6414,57,3
11214,8732,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6414,57,3
11214,8735,BAY,PKWY, , , , , , , , , ,6415,16,3
11214,8747,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6415,6,3
11214,8750,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6414,62,3
11214,8758,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6414,1,3
11214,8806,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6447,46,3
11214,8814,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,6447,1,3
11214,8817,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6448,6,3
11214,8855,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6471,90,3
11214,8214 TO 8224,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6318,44,3
11214,8313 TO 8323,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6331,1,3
11214,8645 TO 8665,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6381,17,3
11214,8674 TO 8678,BAY,PKWY, , , , , , ,MULTIPLE DWELLING A, , ,6380,1,3
11214,146,BAY 13TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6397,68,3
11214,66 TO 68,BAY 13TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6363,71,3
11214,63,BAY 14TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6365,13,3
11214,67,BAY 14TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6365,12,3
11214,8609,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6367,37,3
11214,8636,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6366,59,3
11214,8648,BAY 16TH,ST, , , , , , , , , ,6366,64,3
11214,8668,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6366,75,3
11214,8672,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6366,76,3
11214,8757,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6401,11,3
11214,8784,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6433,41,3
11214,8785,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6434,21,3
11214,8847,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,8853,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,8867,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,8873,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,8889,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,8895,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,8909,BAY 16TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,120,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,6401,35,3
11214,199,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6435,14,3
11214,241,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6463,12,3
11214,242,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,247,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6463,12,3
11214,248,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,261,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6463,12,3
11214,262,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,267,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6463,12,3
11214,268,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,283,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6463,12,3
11214,284,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,289,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6463,12,3
11214,290,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,303,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6463,12,3
11214,304,BAY 17TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,45,BAY 19TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6370,32,3
11214,65,BAY 19TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6370,23,3
11214,254,BAY 19TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,6463,143,3
11214,244 TO 311,BAY 19TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6463,143,3
11214,63,BAY 20TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,6371,24,3
11214,59,BAY 22ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6373,26,3
11214,63,BAY 22ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6373,24,3
11214,194,BAY 22ND,ST, , , , , , , , , ,6439,46,3
11214,220,BAY 22ND,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,6439,1,3
11214,73 TO 79,BAY 22ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6373,17,3
11214,81 TO 91,BAY 22ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6373,12,3
11214,30,BAY 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6375,49,3
11214,107,BAY 25TH,ST, , , , , , , , , ,6410,27,3
11214,126,BAY 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6409,49,3
11214,147,BAY 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6410,10,3
11214,168,BAY 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6442,37,3
11214,174,BAY 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6442,38,3
11214,38,BAY 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6376,60,3
11214,141,BAY 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6411,14,3
11214,143,BAY 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6411,13,3
11214,158,BAY 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6410,1,3
11214,37 TO 47,BAY 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6377,22,3
11214,86 TO 96,BAY 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6410,39,3
11214,45,BAY 28TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6379,21,3
11214,172,BAY 28TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6445,35,3
11214,30,BAY 29TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,6379,50,3
11214,54,BAY 29TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,6379,65,3
11214,69,BAY 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6380,6,3
11214,86,BAY 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6413,42,3
11214,159,BAY 29TH,ST, , , , , , , , , ,6414,6,3
11214,195,BAY 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6447,18,3
11214,95 TO 99,BAY 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6414,34,3
11214,25,BAY 31ST,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6382,29,3
11214,170,BAY 31ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6448,34,3
11214,180,BAY 31ST,ST, , , , , , ,MULTIPLE DWELLING A, , ,6448,38,3
11214,186,BAY 31ST,ST, , , , , , ,MULTIPLE DWELLING B, , ,6448,40,3
11214,36,BAY 32ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6382,57,3
11214,38,BAY 32ND,ST, , , , , , ,MULTIPLE DWELLING A, , ,6382,58,3
11214,180,BAY 32ND,ST, , , , , , ,MULTIPLE DWELLING A,MULTIPLE DWELLING B, ,6449,34,3
11214,16,BAY 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6861,49,3
11214,18,BAY 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6861,50,3
11214,20,BAY 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6861,51,3
11214,55,BAY 34TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6862,14,3
11214,52,BAY 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6862,64,3
11214,101,BAY 37TH,ST, , , , , , , , , ,6877,38,3
11214,103,BAY 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6877,37,3
11214,275,BAY 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6928,44,3
11214,22 TO 26,BAY 37TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6864,52,3
11214,44,BAY 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6865,61,3
11214,126,BAY 38TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,6877,65,3
11214,288,BAY 38TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,6928,50,3
11214,186,BAY 47TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,6914,32,3
11214,1854,BENSON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6405,25,3
11214,1856,BENSON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6405,26,3
11214,2006,BENSON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6409,26,3
11214,2126,BENSON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6413,30,3
11214,2225,BENSON,AVE, , , , , , ,MULTIPLE DWELLING A,J-51, ,6382,6,3
11214,2255,BENSON,AVE, , , , , , ,MULTIPLE DWELLING A,J-51, ,6383,6,3
11214,2260,BENSON,AVE, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,6417,39,3
11214,2301,BENSON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6861,6,3
11214,2313,BENSON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6861,1,3
11214,2349,BENSON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6863,6,3
11214,2402,BENSON,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6876,42,3
11214,1662,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6461,36,3
11214,1755,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6435,8,3
11214,1853,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6438,9,3
11214,1865,CROPSEY,AVE, , , , , , , , , ,6438,4,3
11214,2034,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6469,1,3
11214,2036,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6469,1,3
11214,2038,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6469,1,3
11214,2044,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6469,1,3
11214,2056,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6469,1,3
11214,2058,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6469,1,3
11214,2064,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6469,1,3
11214,2074,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6469,1,3
11214,2076,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6469,1,3
11214,2078,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6469,1,3
11214,2100,CROPSEY,AVE, , , , , , , , , ,6490,1,3
11214,2106,CROPSEY,AVE, , , , , , , , , ,6490,5,3
11214,2107,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6445,9,3
11214,2215,CROPSEY,AVE,220,BAY 31ST,ST, , , ,MULTIPLE DWELLING A, , ,6448,1,3
11214,2243,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6449,1,3
11214,2315,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6888,1,3
11214,1873 TO 1875,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6438,1,3
11214,1915 TO 1917,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6439,3,3
11214,2137 TO 2153,CROPSEY,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6446,7,3
11214,8001,NEW UTRECHT,AVE, , , , , , ,MULTIPLE DWELLING A, , ,6284,19,3
11214,1259,SHORE,PKWY, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,1265,SHORE,PKWY, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,NON-EVICT COOP/CONDO,6462,40,3
11214,1429,SHORE,PKWY, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6468,16,3
11214,1445,SHORE,PKWY, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6468,16,3
11214,1461,SHORE,PKWY, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6468,16,3
11214,1483,SHORE,PKWY, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6489,1,3
11214,1485,SHORE,PKWY, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,6489,1,3
