ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,BLDGNO3,STREET3,STSUFX3,STATUS1,STATUS2,STATUS3,BLOCK,LOT,BORO_CODE
10001,244,10TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,722,2,1
10001,246,10TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,722,3,1
10001,299,10TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,699,31,1
10001,301,10TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,699,32,1
10001,315,10TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,700,30,1
10001,317,10TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,700,31,1
10001,440,10TH,AVE, , , , , , , , , ,732,73,1
10001,442,10TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,732,72,1
10001,447,10TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,706,35,1
10001,303 TO 309,10TH,AVE, , , , , , ,MULTIPLE DWELLING A,421-A, ,699,33,1
10001,312,11TH,AVE, , , , , , , , , ,701,62,1
10001,777,6TH,AVE, , , , , , ,MULTIPLE DWELLING A,421-A, ,802,36,1
10001,819,6TH,AVE,819,AVENUE OF THE AMERICAS, , , , ,MULTIPLE DWELLING A, , ,804,36,1
10001,800 TO 802,6TH,AVE, , , , , , ,MULTIPLE DWELLING A,ROOMING HOUSE,421-A,829,1,1
10001,835 TO 851,6TH,AVE, , , , , , ,MULTIPLE DWELLING A,421-A, ,805,7502,1
10001,883 TO 885,6TH,AVE, , , , , , ,MULTIPLE DWELLING A,421-A, ,807,1103,1
10001,315,7TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,803,7501,1
10001,322 TO 324,7TH,AVE, , , , , , , , , ,778,36,1
10001,288,8TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,774,86,1
10001,328,8TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,776,4,1
10001,330,8TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,776,4,1
10001,402,8TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,780,1,1
10001,404,8TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,780,2,1
10001,481,8TH,AVE, , , , , , ,MULTIPLE DWELLING B,HOTEL, ,758,37,1
10001,235,9TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,722,40,1
10001,237,9TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,722,41,1
10001,239,9TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,722,42,1
10001,413,9TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,731,40,1
10001,415 TO 417,9TH,AVE, , , , , , ,MULTIPLE DWELLING A, , ,731,41,1
10001,1186,BROADWAY, , , , , , , ,HOTEL, , ,830,54,1
10001,1234,BROADWAY, ,38,W 31ST,ST, , , ,MULTIPLE DWELLING B, , ,832,66,1
10001,120,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,800,53,1
10001,124,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,800,55,1
10001,126,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,800,56,1
10001,226,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,774,55,1
10001,228,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,774,56,1
10001,231,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,775,17,1
10001,245,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,775,9,1
10001,264,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,774,74,1
10001,265,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,775,6,1
10001,266,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,774,75,1
10001,270,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,774,76,1
10001,400,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,722,43,1
10001,401,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,723,34,1
10001,446,W 25TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,722,65,1
10001,127,W 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,802,22,1
10001,135,W 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,802,19,1
10001,200,W 26TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,775,44,1
10001,220,W 26TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,775,46,1
10001,229,W 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,776,20,1
10001,239,W 26TH,ST, , , , , , ,MULTIPLE DWELLING B,J-51, ,776,15,1
10001,247,W 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,776,11,1
10001,249,W 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,776,10,1
10001,251,W 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,776,9,1
10001,100 TO 102,W 26TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,801,34,1
10001,117 TO 119,W 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,802,29,1
10001,165 TO 167,W 26TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,802,6,1
10001,12,W 27TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,828,56,1
10001,26,W 27TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,828,63,1
10001,29,W 27TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,829,20,1
10001,39,W 27TH,ST, , , , , , ,MULTIPLE DWELLING B,HOTEL,ROOMING HOUSE,829,14,1
10001,100,W 27TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,802,45,1
10001,154,W 27TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,802,71,1
10001,260,W 27TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,776,69,1
10001,145 TO 147,W 27TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,803,7503,1
10001,537 TO 545,W 27TH,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,699,9,1
10001,4,W 28TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,829,44,1
10001,109,W 28TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,804,30,1
10001,132,W 28TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,803,58,1
10001,136,W 28TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,803,60,1
10001,139,W 28TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,804,15,1
10001,213,W 28TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,778,32,1
10001,221,W 28TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,778,28,1
10001,500,W 28TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,699,37,1
10001,501,W 28TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,700,29,1
10001,105 TO 107,W 28TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,804,32,1
10001,146 TO 148,W 28TH,ST, , , , , , ,MULTIPLE DWELLING A,MULTIPLE DWELLING B, ,803,65,1
10001,13,W 29TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,831,26,1
10001,14,W 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,830,53,1
10001,15,W 29TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,831,26,1
10001,301,W 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,753,35,1
10001,307,W 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,753,32,1
10001,309,W 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,753,31,1
10001,311,W 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,753,30,1
10001,317,W 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,753,26,1
10001,319,W 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,753,26,1
10001,333,W 29TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,753,19,1
10001,335,W 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,753,18,1
10001,339,W 29TH,ST, , , , , , , , , ,753,16,1
10001,347,W 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,753,12,1
10001,349,W 29TH,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,753,11,1
10001,351,W 29TH,ST, , , , , , ,MULTIPLE DWELLING B,ROOMING HOUSE, ,753,10,1
10001,501,W 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,701,35,1
10001,508,W 29TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,700,40,1
10001,321 TO 323,W 29TH,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,753,24,1
10001,1,W 30TH,ST,284,5TH,AVE, , , , , , ,832,39,1
10001,24,W 30TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,831,53,1
10001,308,W 30TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,753,48,1
10001,315,W 30TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,754,30,1
10001,317,W 30TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,754,29,1
10001,319,W 30TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,754,28,1
10001,320,W 30TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,753,51,1
10001,321,W 30TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,754,27,1
10001,323,W 30TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,754,26,1
10001,325,W 30TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,754,25,1
10001,327,W 30TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,754,21,1
10001,342,W 30TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,753,65,1
10001,347,W 30TH,ST, , , , , , , , , ,754,15,1
10001,350,W 30TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,753,69,1
10001,353,W 30TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,754,12,1
10001,360,W 30TH,ST, , , , , , ,MULTIPLE DWELLING B,ROOMING HOUSE, ,753,74,1
10001,208 TO 212,W 30TH,ST, , , , , , ,MULTIPLE DWELLING B, , ,779,49,1
10001,251 TO 255,W 30TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,780,10,1
10001,326 TO 338,W 30TH,ST,329,W 29TH,ST, , , ,MULTIPLE DWELLING A, , ,753,56,1
10001,363 TO 367,W 30TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,754,1,1
10001,4,W 31ST,ST, , , , , , ,MULTIPLE DWELLING B, , ,832,49,1
10001,9,W 31ST,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,833,30,1
10001,125 TO 127,W 31ST,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,807,7501,1
10001,501,W 33RD,ST, , , , , , ,MULTIPLE DWELLING A, , ,705,32,1
10001,35 TO 39,W 33RD,ST, , , , , , ,MULTIPLE DWELLING A,ROOMING HOUSE,421-A,835,15,1
10001,50,W 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,835,1,1
10001,408,W 34TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,731,50,1
10001,433,W 34TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,732,16,1
10001,440,W 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,731,65,1
10001,455,W 34TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,732,7,1
10001,304 TO 328,W 34TH,ST,305 TO 315,W 33RD,ST, , , ,MULTIPLE DWELLING A,421-A, ,757,22,1
10001,426 TO 432,W 34TH,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,731,60,1
10001,327,W 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,759,25,1
10001,329,W 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,759,24,1
10001,331,W 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,759,23,1
10001,367,W 35TH,ST, , , , , , ,MULTIPLE DWELLING A, , ,759,7,1
10001,500,W 35TH,ST,449,10TH,AVE, , , ,MULTIPLE DWELLING A, , ,706,36,1
10001,454 TO 458,W 35TH,ST, , , , , , ,MULTIPLE DWELLING A,ROOMING HOUSE, ,732,68,1
10001,461 TO 463,W 35TH,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,733,1,1
10002,3,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,293,20,1
10002,7,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,293,18,1
10002,9,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,293,17,1
10002,13,ALLEN,ST,70 TO 72,CANAL,ST, , , ,MULTIPLE DWELLING A, , ,293,15,1
10002,19,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,300,28,1
10002,21,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,300,27,1
10002,29,ALLEN,ST, , , , , , ,MULTIPLE DWELLING B, , ,300,23,1
10002,30,ALLEN,ST,31,ORCHARD,ST, , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,299,24,1
10002,32,ALLEN,ST,33,ORCHARD,ST, , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,299,23,1
10002,35,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,300,20,1
10002,37,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,300,19,1
10002,37 1/2,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,300,18,1
10002,38,ALLEN,ST,74,HESTER,ST, , , ,MULTIPLE DWELLING A, , ,299,18,1
10002,46,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,308,24,1
10002,50,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,308,22,1
10002,52,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,308,21,1
10002,79,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,413,19,1
10002,83,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,413,17,1
10002,91,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,25,1
10002,92,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,62,1
10002,93,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A,J-51, ,414,24,1
10002,95,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,23,1
10002,97,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,22,1
10002,99,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,414,21,1
10002,100,ALLEN,ST,101,ORCHARD,ST, , , ,MULTIPLE DWELLING A, , ,414,54,1
10002,103,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,19,1
10002,123,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,415,35,1
10002,125,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,415,33,1
10002,127,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,415,32,1
10002,128,ALLEN,ST,129,ORCHARD,ST, , , ,MULTIPLE DWELLING A, , ,415,72,1
10002,129,ALLEN,ST, , , , , , , , , ,415,31,1
10002,132,ALLEN,ST,133,ORCHARD,ST, , , ,MULTIPLE DWELLING A, , ,415,70,1
10002,137,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,415,25,1
10002,156,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,416,65,1
10002,158,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,416,64,1
10002,160,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,416,63,1
10002,161,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,416,25,1
10002,162,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,416,62,1
10002,163,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,416,24,1
10002,164,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,416,61,1
10002,166,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,416,59,1
10002,201,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,417,19,1
10002,205,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,417,18,1
10002,151 TO 153,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,416,7501,1
10002,157 TO 159,ALLEN,ST, , , , , , ,MULTIPLE DWELLING A, , ,416,27,1
10002,172,ATTORNEY,ST, , , , , , , , , ,345,10,1
10002,168 TO 170,ATTORNEY,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15,345,9,1
10002,81,BOWERY, , , , , , , ,MULTIPLE DWELLING A, , ,303,9,1
10002,125,BOWERY, , , , , , , ,MULTIPLE DWELLING B,ROOMING HOUSE, ,304,16,1
10002,131,BOWERY, , , , , , , ,MULTIPLE DWELLING A, , ,423,2,1
10002,197,BOWERY, , , , , , , ,MULTIPLE DWELLING A,ARTICLE 11, ,425,8,1
10002,231,BOWERY, , , , , , , ,MULTIPLE DWELLING A, , ,426,10,1
10002,199 TO 205,BOWERY, , , , , , , ,MULTIPLE DWELLING A, , ,425,7502,1
10002,245,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,408,14,1
10002,248,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,409,27,1
10002,249,BROOME,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,408,11,1
10002,250,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,409,29,1
10002,252,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,409,31,1
10002,254,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,409,33,1
10002,261,BROOME,ST,85 TO 89,ORCHARD,ST, , , ,MULTIPLE DWELLING A, , ,413,43,1
10002,262,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,59,1
10002,263,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,413,42,1
10002,275,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,413,14,1
10002,279,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,413,12,1
10002,282,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,28,1
10002,286,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,30,1
10002,288,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,31,1
10002,294,BROOME,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,419,72,1
10002,299,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,418,40,1
10002,325,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,423,18,1
10002,334,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,424,40,1
10002,253 TO 257,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,408,10,1
10002,303 TO 305,BROOME,ST, , , , , , ,MULTIPLE DWELLING A, , ,418,37,1
10002,25,CANAL,ST,1,ESSEX,ST, , , , , , ,297,30,1
10002,78,CANAL,ST, , , , , , ,MULTIPLE DWELLING A, , ,293,12,1
10002,27 TO 29,CANAL,ST, , , , , , ,MULTIPLE DWELLING A, , ,297,30,1
10002,79,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,304,33,1
10002,85,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,304,30,1
10002,87,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,304,29,1
10002,95,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,304,25,1
10002,101,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,304,21,1
10002,111,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,423,25,1
10002,121,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,423,20,1
10002,123 1/2,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,423,19,1
10002,135,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,424,29,1
10002,137,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,424,29,1
10002,139,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,424,28,1
10002,155,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,425,37,1
10002,157,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,425,36,1
10002,159,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,425,35,1
10002,163,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,425,33,1
10002,177,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,425,26,1
10002,187,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,426,34,1
10002,229 TO 235,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,427,30,1
10002,73 TO 75,CHRYSTIE,ST, , , , , , ,MULTIPLE DWELLING A, , ,304,35,1
10002,6,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,350,50,1
10002,16,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,350,46,1
10002,19,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A,421-A, ,350,26,1
10002,42,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,344,146,1
10002,43,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,349,20,1
10002,45,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15,349,21,1
10002,47,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,349,22,1
10002,49,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,349,23,1
10002,55,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,349,24,1
10002,61,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,349,26,1
10002,63,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,349,27,1
10002,69,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,349,29,1
10002,78,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,348,48,1
10002,79,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,348,21,1
10002,84,CLINTON,ST, , , , , , , , , ,348,45,1
10002,86,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,348,44,1
10002,91,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,348,24,1
10002,93,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,348,25,1
10002,95,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,348,26,1
10002,97,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,348,27,1
10002,99,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,348,28,1
10002,101,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,348,29,1
10002,105,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,348,31,1
10002,107,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,348,32,1
10002,201,CLINTON,ST,219,E BROADWAY, , , , ,MULTIPLE DWELLING A, , ,285,16,1
10002,207,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,285,15,1
10002,1 TO 7,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,350,20,1
10002,13 TO 15,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15,350,23,1
10002,18 TO 24,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,350,7501,1
10002,204 TO 206,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A,286,1,1
10002,28 TO 30,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15,350,39,1
10002,37 TO 39,CLINTON,ST, , , , , , ,MULTIPLE DWELLING A, , ,349,19,1
10002,90 TO 96,CLINTON,ST, , , , , , , , , ,348,40,1
10002,10,DELANCEY,ST, , , , , , ,MULTIPLE DWELLING A, , ,425,41,1
10002,12,DELANCEY,ST, , , , , , ,MULTIPLE DWELLING A, , ,425,41,1
10002,14,DELANCEY,ST, , , , , , ,MULTIPLE DWELLING A, , ,425,40,1
10002,46,DELANCEY,ST, , , , , , ,MULTIPLE DWELLING A, , ,420,74,1
10002,55,DELANCEY,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,5,1
10002,61,DELANCEY,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,18,1
10002,81,DELANCEY,ST, , , , , , ,MULTIPLE DWELLING A, , ,414,51,1
10002,168 1/2,DELANCEY,ST, , , , , , ,MULTIPLE DWELLING A, , ,348,76,1
10002,170,DELANCEY,ST, , , , , , ,MULTIPLE DWELLING A, , ,348,74,1
10002,174,DELANCEY,ST, , , , , , ,MULTIPLE DWELLING A, , ,348,72,1
10002,1 TO 7,DELANCEY,ST, , , , , , ,MULTIPLE DWELLING B,ROOMING HOUSE, ,424,12,1
10002,47 TO 53,DELANCEY,ST,141,ELDRIDGE,ST, , , ,MULTIPLE DWELLING A, , ,419,63,1
10002,9 TO 11,DELANCEY,ST, , , , , , , , , ,424,26,1
10002,13,DIVISION,ST, , , , , , ,MULTIPLE DWELLING A, , ,281,59,1
10002,19,DIVISION,ST, , , , , , ,MULTIPLE DWELLING A,ROOMING HOUSE, ,281,55,1
10002,51,DIVISION,ST, , , , , , ,MULTIPLE DWELLING B, , ,281,30,1
10002,115,DIVISION,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,91,1
10002,123,DIVISION,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,87,1
10002,139,DIVISION,ST, , , , , , ,MULTIPLE DWELLING A, , ,283,79,1
10002,143,DIVISION,ST, , , , , , ,MULTIPLE DWELLING B, , ,283,77,1
10002,136 TO 138,DIVISION,ST, , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,294,28,1
10002,24,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,281,10,1
10002,26,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,281,11,1
10002,29,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,280,46,1
10002,38,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A,GARDEN COMPLEX, ,281,17,1
10002,54,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,281,25,1
10002,56,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,281,26,1
10002,60,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,281,28,1
10002,61,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,280,30,1
10002,64,E BROADWAY, , , , , , , ,MULTIPLE DWELLING B, , ,281,30,1
10002,66,E BROADWAY, , , , , , , , , , ,281,31,1
10002,92,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,282,53,1
10002,94,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,282,54,1
10002,95,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,282,30,1
10002,96,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,282,55,1
10002,99,E BROADWAY, , , , , , , ,MULTIPLE DWELLING A, , ,282,28,1
