ZIP,BLDGNO1,STREET1,STSUFX1,BLDGNO2,STREET2,STSUFX2,BLDGNO3,STREET3,STSUFX3,CITY,STATUS1,STATUS2,STATUS3,BORO_CODE
10001,253,10TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,299,10TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,301,10TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,315,10TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,317,10TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,442,10TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,447,10TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,294,5TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,777,6TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,800,6TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A,421-A, ,1
10001,819,6TH,AVE,819,AVENUE OF THE AMERICAS,, , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,315,7TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,322 TO 324,7TH,AVE, , , , , , ,NEW YORK, , , ,1
10001,371,7TH,AVE, , , , , , ,NEW YORK, , , ,1
10001,288,8TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,328,8TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,330,8TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,362,8TH,AVE,261,W 28TH,ST, , , ,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE, ,1
10001,364,8TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE, ,1
10001,368,8TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE, ,1
10001,481,8TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING B,HOTEL, ,1
10001,235,9TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,237,9TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,239,9TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,413,9TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,415 TO 417,9TH,AVE, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,1186,BROADWAY, , , , , , , ,NEW YORK,MULTIPLE DWELLING B,HOTEL, ,1
10001,1234,BROADWAY, ,38,W 31ST,ST, , , ,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE, ,1
10001,120,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,124,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,126,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,219 TO 225,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,1
10001,226,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,228,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,231,W 25TH,ST, , , , , , ,NEW YORK, , , ,1
10001,245,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,264,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,266,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,270,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,400,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,J-51, ,1
10001,406,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,412,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,446,W 25TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,100 TO 102,W 26TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,421-A, ,1
10001,127,W 26TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,135,W 26TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,200,W 26TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,421-A, ,1
10001,220,W 26TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,229,W 26TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,239,W 26TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B,J-51, ,1
10001,247,W 26TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,249,W 26TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,251,W 26TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,100,W 27TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,12,W 27TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,145 TO 147,W 27TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,26,W 27TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,260,W 27TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,29,W 27TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,39,W 27TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B, , ,1
10001,105 TO 107,W 28TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,132,W 28TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,135,W 28TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,136,W 28TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,139,W 28TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,146 TO 148,W 28TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,213,W 28TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,221,W 28TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,4,W 28TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,500,W 28TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,501,W 28TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,14,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,307,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,309,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,311,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,313,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,317,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,319,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,321 TO 323,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,J-51, ,1
10001,333,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B, , ,1
10001,335,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,347,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,349,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,J-51, ,1
10001,351,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE, ,1
10001,501,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,508,W 29TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,1,W 30TH,ST,284,5TH,AVE, , , ,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,1
10001,110,W 30TH,ST, , , , , , ,NEW YORK, , , ,1
10001,24,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,308,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,317,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE, ,1
10001,319,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE, ,1
10001,320,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,321,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE, ,1
10001,323,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE, ,1
10001,325,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE, ,1
10001,327,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,330,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,342,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,346,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,350,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,360,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE, ,1
10001,364,W 30TH,ST, , , , , , ,NEW YORK, , , ,1
10001,366,W 30TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE, ,1
10001,19,W 31ST,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B,HOTEL, ,1
10001,4,W 31ST,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B,HOTEL, ,1
10001,35 TO 39,W 33RD,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,421-A, ,1
10001,501,W 33RD,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,304 TO 328,W 34TH,ST,315,W 34TH,ST, , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,408,W 34TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,1
10001,426 TO 432,W 34TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,1
10001,433,W 34TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,1
10001,440,W 34TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,455,W 34TH,ST, , , , , , ,NEW YORK, , , ,1
10001,50,W 34TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,317,W 35TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,319,W 35TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,327,W 35TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,329,W 35TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,331,W 35TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,367,W 35TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,444,W 35TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,421-A, ,1
10001,456 TO 458,W 35TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE, ,1
10001,459,W 35TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,EVICT COOP/CONDO, ,1
10001,461 TO 463,W 35TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX, ,1
10001,500 TO 504,W 35TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10001,51 TO 55,W 35TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,ROOMING HOUSE, ,1
10001,544,W 35TH,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,100,ALLEN,ST,101,ORCHARD,ST, , , ,NEW YORK,MULTIPLE DWELLING A,J-51, ,1
10002,103,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,123,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,125,ALLEN,ST, , , , , , ,NEW YORK, , , ,1
10002,127,ALLEN,ST, , , , , , ,NEW YORK, , , ,1
10002,128,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,129,ALLEN,ST, , , , , , ,NEW YORK, , , ,1
10002,13,ALLEN,ST,70 TO 72,CANAL,ST, , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,132,ALLEN,ST,133,ORCHARD,ST, , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,137,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,151 TO 153,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,156,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,158,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,160,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,161,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,162,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,163,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,164,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,166,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,170,ALLEN,ST,165,ORCHARD,ST, , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,19,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,201,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,205,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,21,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,29,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,3,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,30,ALLEN,ST,31,ORCHARD,ST, , , ,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX, ,1
10002,31,ALLEN,ST, , , , , , ,NEW YORK, , , ,1
10002,32,ALLEN,ST,33,ORCHARD,ST, , , ,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX, ,1
10002,33,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,35,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,37,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,37 1/2,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,38,ALLEN,ST,74,HESTER,ST, , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,46,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,50,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,52,ALLEN,ST, , , , , , ,NEW YORK, , , ,1
10002,7,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,79,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,83,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,91,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,92,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,93,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,J-51, ,1
10002,95,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,97,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,99,ALLEN,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B, , ,1
10002,168 TO 170,ATTORNEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15,1
10002,172,ATTORNEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,87 TO 89,ATTORNEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,197,BOWERY, , , , , , , ,NEW YORK,MULTIPLE DWELLING B,LODGING HOUSE, ,1
10002,199,BOWERY, , , , , , , ,NEW YORK, , , ,1
10002,231,BOWERY, , , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,243,BOWERY, , , , , , , ,NEW YORK,MULTIPLE DWELLING B,HOTEL,ROOMING HOUSE,1
10002,245,BOWERY, , , , , , , ,NEW YORK,MULTIPLE DWELLING B,HOTEL,ROOMING HOUSE,1
10002,81,BOWERY, , , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,245,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,248,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,249,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX, ,1
10002,250,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,252,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,253 TO 257,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,254,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,261,BROOME,ST,85 TO 89,ORCHARD,ST, , , ,NEW YORK, , , ,1
10002,262,BROOME,ST, , , , , , ,NEW YORK, , , ,1
10002,275,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,279,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,282,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,288,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,294,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,421-A, ,1
10002,295,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,299,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,303 TO 305,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,325,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,J-51, ,1
10002,334,BROOME,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,27 TO 29,CANAL,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,34,CANAL,ST, , , , , , ,NEW YORK, , , ,1
10002,46,CANAL,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,101,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,111,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,123 1/2,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,135,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX, ,1
10002,137,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX, ,1
10002,155,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B, , ,1
10002,157,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B, , ,1
10002,159,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B, , ,1
10002,163,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,177,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,187,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,73 TO 75,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,79,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,81 TO 83,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,87,CHRYSTIE,ST, , , , , , ,NEW YORK, , , ,1
10002,95,CHRYSTIE,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,1 TO 7,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,101,CLINTON,ST, , , , , , ,NEW YORK, , , ,1
10002,105,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,107,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,13 TO 15,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15,1
10002,16,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,18 TO 24,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO, ,1
10002,201,CLINTON,ST,219,E BROADWAY, , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,204 TO 206,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A,1
10002,23,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,28 TO 30,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,37 TO 39,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,42,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,43,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,45,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15,1
10002,47,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,49,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,55,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,6,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,61,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,63,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,68,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,J-51, ,1
10002,71,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,78,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,79,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,84,CLINTON,ST, , , , , , ,NEW YORK, , , ,1
10002,86,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,87,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX, ,1
10002,91,CLINTON,ST, , , , , , ,NEW YORK, , , ,1
10002,93,CLINTON,ST, , , , , , ,NEW YORK, , , ,1
10002,95,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,97,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,99,CLINTON,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,1 TO 7,DELANCEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B,ROOMING HOUSE, ,1
10002,10,DELANCEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,101,DELANCEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,12,DELANCEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,14,DELANCEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,168 1/2,DELANCEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,170,DELANCEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,174,DELANCEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,174,DELANCEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,46,DELANCEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,47 TO 53,DELANCEY,ST,141,ELDRIDGE,ST, , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,55,DELANCEY,ST, , , , , , ,NEW YORK, , , ,1
10002,61,DELANCEY,ST, , , , , , ,NEW YORK, , , ,1
10002,80,DELANCEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,81,DELANCEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,9 TO 11,DELANCEY,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,113,DIVISION,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,115,DIVISION,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,123,DIVISION,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,13,DIVISION,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,136 TO 138,DIVISION,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A,GARDEN COMPLEX, ,1
10002,139,DIVISION,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,143,DIVISION,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,19,DIVISION,ST, , , , , , ,NEW YORK, , , ,1
10002,51,DIVISION,ST, , , , , , ,NEW YORK,MULTIPLE DWELLING B, , ,1
10002,101,E BROADWAY, , , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,125,E BROADWAY, , , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,126,E BROADWAY, , , , , , , ,NEW YORK,MULTIPLE DWELLING A, , ,1
10002,127,E BROADWAY, , , , , , , ,NEW YORK,MULTIPLE DWELLING A,APARTMENT COMPLEX, ,1
