bbl
1005080040
3054120024
3061090052
3015400014
3049010057
4005850035
4006280008
4034360065
1018730020
1017250046
4005980028
1007200041
3012230051
1020300004
2044530027
3018020005
3013960032
3004647503
3038730109
3059990068
1019530061
4001590031
2029740022
1015520033
1013240029
1015660045
3066950012
1014060007
2033470036
3012740029
1016150010
2037710074
3004530035
1021340110
3047230009
2029347501
2035970036
1021230052
1012990048
2038660027
3010300038
3016780001
1005550040
1021710020
3019880008
3034330013
3013830056
1004100012
1015780031
1006330027
1003000019
4092980043
1007930032
1021630044
3032790022
1022390017
4092970074
1014050014
1006270011
2032560172
2033650057
3087110051
4155330024
1004950042
4011770015
1012420034
4096310224
1004650046
3019500020
3031060008
4006280037
1006210052
3032870034
3012090057
4030977505
4098240043
1009210011
3051500006
4035480017
1016290012
1009457501
2030740047
3054560001
3011680040
1006360014
3064010035
4022140001
4006910010
3070640045
3032580019
4001880009
3058490035
3059080004
4035760026
1019410018
1006110049
2031450012
3068620063
4032557501
1021390343
4015270043
3038250051
3026860031
2033180034
3033120020
4034290034
3036100023
3062720048
4066560063
1011850012
3031940021
1010230002
1013990009
1018610029
4094140017
3018130028
3053350042
1020800030
2057160287
3086920089
3026820050
2040490051
3030310015
3061540005
3074750001
4006750054
1003530060
3047390033
3013900073
1002810010
1012390010
3009860044
4052100007
1004020019
1007660027
3024370037
4006250029
2048210051
3052290001
3067060036
3032920015
4067040001
1001990031
3025330030
3039320005
3000420018
4034630029
1018870036
1007620017
2030510024
3034130066
1007660055
3052870001
4006810005
1016830031
2024270040
2030440040
4034850051
1018740022
2032750108
3010050038
1018780017
4022370033
4035740043
3013160010
2032490010
4015080060
2042480048
3032780036
4034860067
1015460050
1005210064
3037920019
2030230001
1021570070
3013690055
4006780043
4014440032
3027920036
4008690053
4033860004
3008330054
2030750135
3030750029
1015510033
4089240029
1006230053
3054230040
1016270027
2031800020
1004510050
4019180090
3053760033
4068350014
1013750127
3016820068
3031570021
2030660112
4081000002
3022070032
1011990060
2032940008
3018320065
3011640082
1021270023
3083100054
3031640013
1012100038
1003780033
1021570081
4006830069
1013900133
3009970006
1012120025
2037370036
3024470008
1014440042
1016880050
3066990015
3007380013
1010610013
3008540063
3014080001
4045910083
4155150040
3031270022
4006480016
3032010030
4034830014
4050500001
3003960051
1004500028
3002420011
3023487501
4001920017
3017980018
1005640004
4027090015
1004260044
3009430002
3056040001
3017430011
2026750058
1020870091
3027900014
3056140003
2028200001
3050260257
3012810003
1012360035
3009550077
1008730015
4001680036
1017860039
1019020051
2026860006
1021170020
2028780090
1004040054
1007590007
4098300001
2027050051
3076020022
4005900001
4016310041
3010630061
3074670013
3008300056
1018800039
3033920054
2027630136
2031430121
1012470015
4013310046
1011200140
3025040016
1012240001
3012540017
2028500052
1004470018
2040560109
1021740211
1002100005
2028570081
4006160021
3021140033
2046460082
3009660043
4000560012
3013820028
3026880014
3060990051
1003860053
3033100048
1007530010
1020590031
3002530001
3023990022
1015840042
4008960022
4046020119
4007950002
1010660029
4006620019
1015300128
3016540066
1004640045
4092980027
4005830022
4094190101
4098450086
2031250040
1005370001
1018870065
4007270038
1007310050
3002160014
2024080001
3010120042
1010660064
3058910058
1021250042
2032590001
3009420047
3032070016
1006250012
1021590035
4005880066
4015540023
3030490027
3032590051
1011490026
3052110039
4034600043
3009330073
1021390183
2033570001
3068550043
4030800001
1007450026
2033500023
3067160075
4066710001
3014740012
4053910026
1020340058
1017080027
3011420002
2037440034
1003000004
1013890132
1004960035
1005920060
1011980049
3086780075
1017540044
3034610029
1011410025
4097600025
4051820044
3073220023
3061570001
1015790138
1019957501
3036940014
1019690019
1019240001
3016260066
5029220265
4036880012
1021610124
1017540162
1020300010
3026840059
1018880007
1016600019
1021330024
3012260032
3015040008
3017890035
1019150043
4001350035
4011600088
4007020005
3015260004
1010460043
1021250053
4012380064
1021200016
3001790048
3009000036
4006130050
1007910036
1016760026
3020140010
4021510127
1006190050
1021800473
3016870005
1012420024
4006470005
3023370004
1013040045
1018890110
1003930023
3057850015
4007150032
1001630006
1007660052
3015990027
3039710034
3056280001
2032740021
2046530041
3017600048
3016280077
1004110011
1012350040
2038710030
1004450028
2028670147
1010570031
4095380012
1019410003
3010820026
1009140018
1004380052
2028440105
2023150020
3057680050
4034560052
4034500037
4162340044
4021450028
3002100017
