bldgno1,bldgno1_low,bldgno1_high,street_name1,street_suffix1,bldgno2,bldgno2_low,bldgno2_high,street_name2,street_suffix2,bldgno3,bldgno3_low,bldgno3_high,street_name3,street_suffix3,boro_code,zip,bbl
191 TO 193,191,193,GRAND,ST,,,,,,,,,,,1,10013,
191 TO 193,191,193,N 5TH,ST,,,,,,,,,,,3,11211,
191 TO 193,191,193,ORCHARD,ST,,,,,,,,,,,1,10002,
191 TO 201,191,201,OCEAN,PKWY,,,,,,,,,,,3,11218,
191-07,191-07,"",37TH,AVE,,,,,,,,,,,4,11358,
191-10,191-10,"",CROCHERON,AVE,,,,,,,,,,,4,11358,
191-11,191-11,"",37TH,AVE,,,,,,,,,,,4,11358,
191-11,191-11,"",WOODHULL,AVE,,,,,,,,,,,4,11423,
191-11 TO 191-23,191-11,191-23,35TH,AVE,,,,,,,,,,,4,11358,
191-12,191-12,"",STATION,RD,,,,,,,,,,,4,11358,
1910,1910,"",BENEDICT,AVE,,,,,,,,,,,2,10462,
1910,1910,"",MORRIS,AVE,,,,,,,,,,,2,10453,
1910,1910,"",PELHAM,PKWY S,,,,,,,,,,,2,10461,
1910,1910,"",UNIVERSITY,AVE,,,,,,,,,,,2,10453,
1911,1911,"",ALBEMARLE,RD,,,,,,,,,,,3,11226,
1911,1911,"",ANTHONY,AVE,,,,,,,,,,,2,10457,
1911,1911,"",BAY RIDGE,PKWY,,,,,,,,,,,3,11204,
1911,1911,"",DORCHESTER,RD,,,,,,,,,,,3,11226,
1911,1911,"",HARMAN,ST,,,,,,,,,,,4,11385,
1911,1911,"",HARMON,ST,,,,,,,,,,,4,11385,
1911,1911,"",LINDEN,ST,,,,,,,,,,,4,11385,
1912,1912,"",3RD,AVE,,,,,,,,,,,1,10029,
1912,1912,"",8TH,AVE,,,,,,,,,,,3,11215,
1912,1912,"",AVENUE H,,,,,,,,,,,,3,11230,
1912,1912,"",BAY RIDGE,PKWY,,,,,,,,,,,3,11204,
1912,1912,"",CROTONA,AVE,,,,,,,,,,,2,10457,
1912,1912,"",GROVE,ST,,,,,,,,,,,4,11385,
1912,1912,"",LINDEN,ST,,,,,,,,,,,4,11385,
1912,1912,"",LORING,PL S,,,,,,,,,,,2,10453,
1912,1912,"",PACIFIC,ST,,,,,,,,,,,3,11233,
1912,1912,"",PROSPECT,AVE,,,,,,,,,,,2,10457,
1912 TO 1914,1912,1914,PROSPECT,AVE,,,,,,,,,,,2,10457,
1913,1913,"",60TH,ST,,,,,,,,,,,3,11204,
1913,1913,"",75TH,ST,,,,,,,,,,,3,11204,
1913,1913,"",LINDEN,ST,,,,,,,,,,,4,11385,
1913,1913,"",STILLWELL,AVE,,,,,,,,,,,3,11223,
1914,1914,"",AVENUE Y,,,,,,,,,,,,3,11235,
1914,1914,"",GROVE,ST,,,,,,,,,,,4,11385,
1914,1914,"",LINDEN,ST,,,,,,,,,,,4,11385,
1914,1914,"",PACIFIC,ST,,,,,,,,,,,3,11233,
1914,1914,"",W 5TH,ST,,,,,,,,,,,3,11223,
1915,1915,"",ANDREWS,AVE S,,,,,,,,,,,2,10453,
1915,1915,"",BILLINGSLEY,TER,170 TO 184,170,184,W BURNSIDE,AVE,,,,,,2,10453,
1915,1915,"",BILLINGSLEY,TER,,,,W BURNSIDE,AVE,,,,,,2,10453,
1915,1915,"",BILLINGSLEY,TER,,,,,,,,,,,2,10453,
1915,1915,"",BLEECKER,ST,,,,,,,,,,,4,11385,
1915,1915,"",LINDEN,ST,,,,,,,,,,,4,11385,
1915,1915,"",MORRIS,AVE,,,,,,,,,,,2,10453,
1915,1915,"",SOUTHERN,BLVD,,,,,,,,,,,2,10460,
1915 TO 1917,1915,1917,CROPSEY,AVE,,,,,,,,,,,3,11214,
1916,1916,"",AVENUE K,,,,,,,,,,,,3,11230,
1916,1916,"",AVENUE Y,,,,,,,,,,,,3,11235,
1916,1916,"",CROTONA,AVE,,,,,,,,,,,2,10457,
1916,1916,"",E 9TH,ST,,,,,,,,,,,3,11223,
1916,1916,"",GRAND CONCOURSE,,,,,,,,,,,,2,10457,
1916,1916,"",LINDEN,ST,,,,,,,,,,,4,11385,
1916,1916,"",LORING,PL S,,,,,,,,,,,2,10453,
1916,1916,"",PACIFIC,ST,,,,,,,,,,,3,11233,
1917,1917,"",60TH,ST,,,,,,,,,,,3,11204,
1917,1917,"",85TH,ST,,,,,,,,,,,3,11214,
1917,1917,"",ANDREWS,AVE S,,,,,,,,,,,2,10453,
1917,1917,"",AVENUE O,,,,,,,,,,,,3,11230,
1917,1917,"",BAY RIDGE,PKWY,1917,1917,"",75TH,ST,,,,,,3,11204,
1917,1917,"",BAY RIDGE,PKWY,1917,1917,"",75TH,,,,,,ST,3,11204,
1917,1917,"",LINDEN,ST,,,,,,,,,,,4,11385,
1917,1917,"",STILLWELL,AVE,,,,,,,,,,,3,11223,
1917 TO 1919,1917,1919,7TH,AVE,,,,,,,,,,,1,10026,
1918,1918,"",75TH,ST,,,,,,,,,,,3,11204,
1918,1918,"",8TH,AVE,,,,,,,,,,,3,11215,
1918,1918,"",AVENUE H,,,,,,,,,,,,3,11230,
1918,1918,"",E 9TH,ST,,,,,,,,,,,3,11223,
1918,1918,"",GROVE,ST,,,,,,,,,,,4,11385,
1918,1918,"",HAIGHT,AVE,,,,,,,,,,,2,10461,
1918,1918,"",W 5TH,ST,,,,,,,,,,,3,11223,
1919,1919,"",75TH,ST,,,,,,,,,,,3,11204,
1919,1919,"",82ND,ST,,,,,,,,,,,3,11214,
1919,1919,"",EASTERN,PKWY,2208,2208,"",FULTON,ST,,,,,,3,11233,
1919,1919,"",EASTERN,PKWY,2208,2208,"",FULTON,,,,,,ST,3,11233,
1919,1919,"",LINDEN,ST,,,,,,,,,,,4,11385,
1919,1919,"",MCGRAW,AVE,,,,,,,,,,,2,10462,
1919,1919,"",MULFORD,AVE,,,,,,,,,,,2,10461,
192,192,"",1ST,AVE,,,,,,,,,,,1,10009,
192,192,"",6TH,AVE,,,,,,,,,,,1,10013,
192,192,"",AVENUE B,,,,,,,,,,,,1,10009,
192,192,"",BEACH 102ND,ST,,,,,,,,,,,4,11694,
192,192,"",BLEECKER,ST,,,,,,,,,,,1,10012,
192,192,"",BRADHURST,AVE,,,,,,,,,,,1,10039,
192,192,"",CLAREMONT,AVE,,,,,,,,,,,1,10027,
192,192,"",DRIGGS,AVE,,,,,,,,,,,3,11222,
192,192,"",E 164TH,ST,999,999,"",SHERIDAN,AVE,,,,,,2,10456,
192,192,"",E 164TH,ST,,,,,,,,,,,2,10456,
192,192,"",E 3RD,ST,,,,,,,,,,,1,10009,
192,192,"",E 40TH,ST,,,,,,,,,,,3,11203,
192,192,"",E 56TH,ST,,,,,,,,,,,3,11203,
192,192,"",E 75TH,ST,,,,,,,,,,,1,10021,
192,192,"",E 8TH,ST,,,,,,,,,,,3,11218,
192,192,"",ELIZABETH,ST,,,,,,,,,,,1,10012,
192,192,"",ENGERT,AVE,,,,,,,,,,,3,11222,
192,192,"",GREENPOINT,AVE,,,,,,,,,,,3,11222,
192,192,"",HEBERTON,AVE,,,,,,,,,,,5,10302,
192,192,"",HULL,ST,,,,,,,,,,,3,11233,
192,192,"",HURON,ST,,,,,,,,,,,3,11222,
192,192,"",IRVING,AVE,,,,,,,,,,,3,11237,
192,192,"",JEFFERSON,ST,,,,,,,,,,,3,11206,
192,192,"",KENT,ST,,,,,,,,,,,3,11222,
192,192,"",LAWRENCE,AVE,,,,,,,,,,,3,11230,
192,192,"",MARCUS GARVEY,BLVD,,,,,,,,,,,3,11221,
192,192,"",ORCHARD,ST,,,,,,,,,,,1,10002,
192,192,"",ROCKAWAY,AVE,,,,,,,,,,,3,11233,
192,192,"",SACKETT,ST,,,,,,,,,,,3,11231,
192,192,"",SPENCER,ST,,,,,,,,,,,3,11205,
192,192,"",SPRING,ST,,,,,,,,,,,1,10012,
192,192,"",STOCKHOLM,ST,,,,,,,,,,,3,11237,
192,192,"",UTICA,AVE,,,,,,,,,,,3,11213,
192 TO 196,192,196,E 8TH,ST,,,,,,,,,,,3,11218,
192 TO 198,192,198,NAGLE,AVE,,,,,,,,,,,1,10034,
192 TO 198,192,198,STANTON,ST,,,,,,,,,,,1,10002,
192-02,192-02,"",39TH,AVE,,,,,,,,,,,4,11358,
192-04,192-04,"",71ST,CRES,,,,,,,,,,,4,11365,
192-05,192-05,"",73RD,AVE,,,,,,,,,,,4,11366,
192-10,192-10,"",64TH,AVE,,,,,,,,,,,4,11365,
192-10,192-10,"",69TH,AVE,,,,,,,,,,,4,11365,
192-15,192-15,"",64TH,CIR,,,,,,,,,,,4,11365,
192-15,192-15,"",67TH,AVE,,,,,,,,,,,4,11365,
192-15,192-15,"",69TH,AVE,,,,,,,,,,,4,11365,
192-15,192-15,"",71ST,CRES,,,,,,,,,,,4,11365,
192-16,192-16,"",71ST,CRES,,,,,,,,,,,4,11365,
192-20,192-20,"",64TH,CIR,,,,,,,,,,,4,11365,
192-20,192-20,"",67TH,AVE,,,,,,,,,,,4,11365,
192-24,192-24,"",64TH,CIR,,,,,,,,,,,4,11365,
192-33,192-33,"",STATION,RD,,,,,,,,,,,4,11358,
192-35,192-35,"",71ST,CRES,,,,,,,,,,,4,11365,
192-40,192-40,"",71ST,CRES,,,,,,,,,,,4,11365,
192-45,192-45,"",71ST,CRES,,,,,,,,,,,4,11365,
192-50,192-50,"",71ST,CRES,,,,,,,,,,,4,11365,
192-65,192-65,"",71ST,CRES,,,,,,,,,,,4,11365,
1920,1920,"",8TH,AVE,,,,,,,,,,,3,11215,
1920,1920,"",ANTHONY,AVE,,,,,,,,,,,2,10457,
1920,1920,"",BAY RIDGE,PKWY,,,,,,,,,,,3,11204,
1920,1920,"",HAIGHT,AVE,,,,,,,,,,,2,10461,
1920,1920,"",HENNESSY,PL,,,,,,,,,,,2,10453,
1920,1920,"",LINDEN,ST,,,,,,,,,,,4,11385,
1920,1920,"",LORING,PL S,,,,,,,,,,,2,10453,
1920,1920,"",MCGRAW,AVE,,,,,,,,,,,2,10462,
1920,1920,"",OSBORNE,PL,,,,,,,,,,,2,10453,
1920,1920,"",OSBOURNE,PL,,,,,,,,,,,2,10453,
1920,1920,"",PACIFIC,ST,,,,,,,,,,,3,11233,
1920,1920,"",WALTON,AVE,,,,,,,,,,,2,10453,
1920,1920,"",WASHINGTON,AVE,,,,,,,,,,,2,10457,
1920 TO 1924,1920,1924,DR MARTIN L KING JR,BLVD,,,,,,,,,,,2,10453,
1920 TO 1924,1920,1924,UNIVERSITY,AVE,,,,,,,,,,,2,10453,
1920 TO 1936,1920,1936,BROADWAY,,,,,,,,,,,,1,10023,
1921,1921,"",83RD,ST,,,,,,,,,,,3,11214,
1921,1921,"",ANDREWS,AVE S,,,,,,,,,,,2,10453,
1921,1921,"",AVENUE I,,,,,,,,,,,,3,11230,
1921,1921,"",AVENUE K,,,,,,,,,,,,3,11230,
1921,1921,"",HOBART,AVE,,,,,,,,,,,2,10461,
1921,1921,"",HOLLAND,AVE,,,,,,,,,,,2,10462,
1921,1921,"",MORRIS,AVE,,,,,,,,,,,2,10453,
1921,1921,"",STILLWELL,AVE,,,,,,,,,,,3,11223,
1921 TO 1925,1921,1925,HOBART,AVE,,,,,,,,,,,2,10461,
1921 TO 1935,1921,1935,7TH,AVE,,,,,,,,,,,1,10026,
1921 TO 1937,1921,1937,7TH,AVE,1925,1925,"",ADAM CLAYTON POWELL JR,BLVD,,,,,,1,10026,
1922,1922,"",85TH,ST,,,,,,,,,,,3,11214,
1922,1922,"",FULTON,ST,,,,,,,,,,,3,11233,
1922,1922,"",GROVE,ST,,,,,,,,,,,4,11385,
1922,1922,"",MCGRAW,AVE,,,,,,,,,,,2,10462,
1922,1922,"",PACIFIC,ST,,,,,,,,,,,3,11233,
1923,1923,"",83RD,ST,,,,,,,,,,,3,11214,
1923,1923,"",HARMAN,ST,,,,,,,,,,,4,11385,
1923,1923,"",HARMON,ST,,,,,,,,,,,4,11385,
1924,1924,"",BAY RIDGE,PKWY,,,,,,,,,,,3,11204,
1924,1924,"",FULTON,ST,,,,,,,,,,,3,11233,
1924,1924,"",GROVE,ST,,,,,,,,,,,4,11385,
1924,1924,"",LINDEN,ST,,,,,,,,,,,4,11385,
1924,1924,"",LORING,PL S,,,,,,,,,,,2,10453,
1924,1924,"",RICHMOND,TER,,,,,,,,,,,5,10302,
1924 TO 1930,1924,1930,2ND,AVE,,,,,,,,,,,1,10029,
1925,1925,"",ANDREWS,AVE S,,,,,,,,,,,2,10453,
1925,1925,"",GLENWOOD,RD,,,,,,,,,,,3,11230,
1925,1925,"",LINDEN,ST,,,,,,,,,,,4,11385,
1925,1925,"",MONTEREY,AVE,,,,,,,,,,,2,10457,
1925,1925,"",OCEAN,AVE,,,,,,,,,,,3,11230,
1925,1925,"",QUENTIN,RD,,,,,,,,,,,3,11229,
1925 TO 1949,1925,1949,MCGRAW,AVE,,,,,,,,,,,2,10462,
1926,1926,"",83RD,ST,,,,,,,,,,,3,11214,
1926,1926,"",BAY RIDGE,PKWY,,,,,,,,,,,3,11204,
1926,1926,"",FULTON,ST,,,,,,,,,,,3,11233,
1926,1926,"",LINDEN,ST,,,,,,,,,,,4,11385,
1926,1926,"",WALTON,AVE,,,,,,,,,,,2,10453,
1926 TO 1928,1926,1928,CROTONA,PKWY,,,,,,,,,,,2,10460,
1928,1928,"",LINDEN,ST,,,,,,,,,,,4,11385,
1928,1928,"",LORING,PL S,,,,,,,,,,,2,10453,
1928,1928,"",UNIVERSITY,AVE,,,,,,,,,,,2,10453,
1928 TO 1940,1928,1940,OCEAN,AVE,,,,,,,,,,,3,11230,
1929,1929,"",ANDREWS,AVE S,,,,,,,,,,,2,10453,
193,193,"",16TH,ST,,,,,,,,,,,3,11215,
193,193,"",2ND,AVE,,,,,,,,,,,1,10003,
193,193,"",7TH,AVE,,,,,,,,,,,3,11215,
193,193,"",AINSLIE,ST,,,,,,,,,,,3,11211,
193,193,"",BEDFORD,AVE,,,,,,,,,,,3,11211,
193,193,"",BERKELEY,PL,,,,,,,,,,,3,11217,
193,193,"",BUFFALO,AVE,,,,,,,,,,,3,11213,
193,193,"",CHESTNUT,ST,,,,,,,,,,,3,11208,
193,193,"",CLINTON,AVE,,,,,,,,,,,3,11205,
193,193,"",COLUMBIA,ST,,,,,,,,,,,3,11231,
193,193,"",E 100TH,ST,,,,,,,,,,,1,10029,
193,193,"",E 4TH,ST,,,,,,,,,,,1,10009,
193,193,"",E 52ND,ST,,,,,,,,,,,3,11203,
193,193,"",FLATBUSH,AVE,,,,,,,,,,,3,11217,
193,193,"",GREEN,ST,,,,,,,,,,,3,11222,
193,193,"",JEFFERSON,AVE,,,,,,,,,,,3,11216,
193,193,"",JOHNSON,AVE,,,,,,,,,,,3,11206,
193,193,"",LEFFERTS,PL,,,,,,,,,,,3,11238,
193,193,"",LENOX,AVE,,,,,,,,,,,1,10026,
193,193,"",MARTENSE,ST,,,,,,,,,,,3,11226,
193,193,"",MENAHAN,ST,,,,,,,,,,,3,11237,
193,193,"",NASSAU,AVE,,,,,,,,,,,3,11222,
193,193,"",NORMAN,AVE,,,,,,,,,,,3,11222,
193,193,"",QUENTIN,RD,,,,,,,,,,,3,11223,
193,193,"",QUINCY,ST,,,,,,,,,,,3,11216,
193,193,"",RALPH,AVE,,,,,,,,,,,3,11233,
193,193,"",SCHERMERHORN,ST,,,,,,,,,,,3,11201,
193,193,"",SKILLMAN,ST,,,,,,,,,,,3,11205,
193,193,"",STATE,ST,,,,,,,,,,,3,11201,
193,193,"",STOCKHOLM,ST,,,,,,,,,,,3,11237,
193,193,"",WYCKOFF,AVE,,,,,,,,,,,3,11237,
193 TO 195,193,195,BLEECKER,ST,,,,,,,,,,,1,10012,
193 TO 195,193,195,S 9TH,ST,,,,,,,,,,,3,11211,
193 TO 195,193,195,VAN DUZER,ST,,,,,,,,,,,5,10301,
193 TO 197,193,197,STANTON,ST,,,,,,,,,,,1,10002,
193-01,193-01,"",73RD,AVE,,,,,,,,,,,4,11366,
193-04,193-04,"",HORACE HARDING,EXPY,,,,,,,,,,,4,11365,
193-08,193-08,"",STATION,RD,,,,,,,,,,,4,11358,
193-15,193-15,"",37TH,AVE,,,,,,,,,,,4,11358,
193-15,193-15,"",69TH,AVE,,,,,,,,,,,4,11365,
193-15,193-15,"",73RD,AVE,,,,,,,,,,,4,11366,
193-30,193-30,"",JAMAICA,AVE,,,,,,,,,,,4,11423,
1930,1930,"",ANTHONY,AVE,,,,,,,,,,,2,10457,
1930,1930,"",BAY RIDGE,PKWY,,,,,,,,,,,3,11204,
1930,1930,"",CORNELIA,ST,,,,,,,,,,,4,11385,
1930,1930,"",FULTON,ST,,,,,,,,,,,3,11233,
1930,1930,"",GRAND CONCOURSE,,,,,,,,,,,,2,10457,
1930,1930,"",LINDEN,ST,,,,,,,,,,,4,11385,
1930,1930,"",PALMETTO,ST,,,,,,,,,,,4,11385,
1931 TO 1933,1931,1933,CLINTON,AVE,,,,,,,,,,,2,10457,
1932,1932,"",75TH,ST,1932,1932,"",BAY RIDGE,PKWY,,,,,,3,11204,
1932,1932,"",75TH,ST,1932,1932,"",BAY RIDGE,,,,,,PKWY,3,11204,
1932,1932,"",CROTONA,PKWY,,,,,,,,,,,2,10460,
1932,1932,"",PACIFIC,ST,,,,,,,,,,,3,11233,
1932,1932,"",PALMETTO,ST,,,,,,,,,,,4,11385,
1932 TO 1934,1932,1934,2ND,AVE,,,,,,,,,,,1,10029,
1933,1933,"",MARMION,AVE,,,,,,,,,,,2,10460,
1933,1933,"",SOUTHERN,BLVD,,,,,,,,,,,2,10460,
1933,1933,"",UNION,ST,,,,,,,,,,,3,11233,
1933 TO 1935,1933,1935,DALY,AVE,,,,,,,,,,,2,10460,
1934,1934,"",PALMETTO,ST,,,,,,,,,,,4,11385,
1934,1934,"",UNIVERSITY,AVE,,,,,,,,,,,2,10453,
1934 TO 1940,1934,1940,ANDREWS,AVE S,,,,,,,,,,,2,10453,
1935,1935,"",83RD,ST,,,,,,,,,,,3,11214,
1935,1935,"",ANDREWS,AVE S,,,,,,,,,,,2,10453,
1935,1935,"",BERGEN,ST,,,,,,,,,,,3,11233,
1935,1935,"",CLINTON,AVE,,,,,,,,,,,2,10457,
1935,1935,"",LINDEN,ST,,,,,,,,,,,4,11385,
1935,1935,"",MCGRAW,AVE,,,,,,,,,,,2,10462,
1935,1935,"",SOUTHERN,BLVD,,,,,,,,,,,2,10460,
1936,1936,"",3RD,AVE,,,,,,,,,,,1,10029,
1936,1936,"",75TH,ST,,,,,,,,,,,3,11204,
1936,1936,"",PALMETTO,ST,702,702,"",FAIRVIEW,AVE,,,,,,4,11385,
1936,1936,"",PALMETTO,ST,702,702,"",FAIRVIEW,,,,,,AVE,4,11385,
1936 TO 1946,1936,1946,E TREMONT,AVE,,,,,,,,,,,2,10462,
1937,1937,"",78TH,ST,,,,,,,,,,,3,11214,
1937 TO 1939,1937,1939,DALY,AVE,,,,,,,,,,,2,10460,
1938,1938,"",82ND,ST,,,,,,,,,,,3,11214,
1938,1938,"",BAY RIDGE,PKWY,1938,1938,"",75TH,ST,,,,,,3,11204,
1938,1938,"",BAY RIDGE,PKWY,1938,1938,"",75TH,,,,,,ST,3,11204,
1938,1938,"",E TREMONT,AVE,,,,,,,,,,,2,10462,
1938 TO 1942,1938,1942,67TH,ST,,,,,,,,,,,3,11204,
1938 TO 1942,1938,1942,CLINTON,AVE,,,,,,,,,,,2,10457,
1939,1939,"",BERGEN,ST,,,,,,,,,,,3,11233,
1939,1939,"",GRAND CONCOURSE,,,,,,,,,,,,2,10453,
1939,1939,"",GRAND CONCOURSE,,,,,,,,,,,,2,10457,
1939,1939,"",PARK,PL,,,,,,,,,,,3,11233,
194,194,"",8TH,ST,,,,,,,,,,,3,11215,
194,194,"",BAY 22ND,ST,,,,,,,,,,,3,11214,
194,194,"",CLARKSON,AVE,,,,,,,,,,,3,11226,
194,194,"",COURT,ST,,,,,,,,,,,3,11201,
194,194,"",E 2ND,ST,,,,,,,,,,,1,10009,
194,194,"",EDGECOMBE,AVE,,,,,,,,,,,1,10030,
194,194,"",ELDERT,ST,,,,,,,,,,,3,11207,
194,194,"",GELSTON,AVE,,,,,,,,,,,3,11209,
194,194,"",HUMBOLDT,ST,,,,,,,,,,,3,11206,
194,194,"",IRVING,AVE,,,,,,,,,,,3,11237,
194,194,"",JEFFERSON,ST,,,,,,,,,,,3,11206,
194,194,"",KNICKERBOCKER,AVE,,,,,,,,,,,3,11237,
194,194,"",MALCOLM X,BLVD,194,194,"",REID,AVE,,,,,,3,11221,
194,194,"",MALCOLM X,BLVD,,,,,,,,,,,3,11221,
194,194,"",MONTROSE,AVE,,,,,,,,,,,3,11206,
194,194,"",N 9TH,ST,,,,,,,,,,,3,11211,
194,194,"",RALPH,AVE,,,,,,,,,,,3,11233,
194,194,"",RIVERSIDE,DR,,,,,,,,,,,1,10025,
194,194,"",SCHAEFER,ST,,,,,,,,,,,3,11207,
194,194,"",SCHAFFER,ST,,,,,,,,,,,3,11207,
194,194,"",STOCKHOLM,ST,,,,,,,,,,,3,11237,
194,194,"",UTICA,AVE,,,,,,,,,,,3,11213,
194,194,"",W 10TH,ST,,,,,,,,,,,1,10014,
194,194,"",WILSON,AVE,,,,,,,,,,,3,11237,
194,194,"",WYCKOFF,AVE,,,,,,,,,,,3,11237,
194 TO 196,194,196,BROWN,PL,,,,,,,,,,,2,10454,
194 TO 204,194,204,E 2ND,ST,18 TO 24,18,24,AVENUE B,,,,,,,1,10009,
194 TO 204,194,204,E 2ND,ST,,,,,,,,,,,1,10009,
194 TO 230,194,230,SCHERMERHORN,ST,,,,,,,,,,,3,11201,
194-01,194-01,"",64TH,CIR,,,,,,,,,,,4,11365,
194-02,194-02,"",64TH,CIR,,,,,,,,,,,4,11365,
194-02,194-02,"",67TH,AVE,,,,,,,,,,,4,11365,
194-05,194-05,"",67TH,AVE,,,,,,,,,,,4,11365,
194-10,194-10,"",64TH,CIR,,,,,,,,,,,4,11365,
194-10,194-10,"",65TH,CRES,,,,,,,,,,,4,11365,
194-15,194-15,"",64TH,CIR,,,,,,,,,,,4,11365,
194-15,194-15,"",65TH,CRES,,,,,,,,,,,4,11365,
194-16,194-16,"",64TH,AVE,,,,,,,,,,,4,11365,
194-25,194-25,"",64TH,AVE,,,,,,,,,,,4,11365,
194-25,194-25,"",65TH,CRES,,,,,,,,,,,4,11365,
194-30,194-30,"",65TH,CRES,,,,,,,,,,,4,11365,
194-35,194-35,"",65TH,CRES,,,,,,,,,,,4,11365,
194-40,194-40,"",64TH,AVE,,,,,,,,,,,4,11365,
194-60,194-60,"",64TH,AVE,,,,,,,,,,,4,11365,
1940,1940,"",ANDREWS,AVE S,,,,,,,,,,,2,10453,
1940,1940,"",BAY RIDGE,PKWY,1940,1940,"",75TH,ST,,,,,,3,11204,
1940,1940,"",BAY RIDGE,PKWY,1940,1940,"",75TH,,,,,,ST,3,11204,
1940,1940,"",CLINTON,AVE,,,,,,,,,,,2,10457,
1940,1940,"",E TREMONT,AVE,,,,,,,,,,,2,10462,
1940,1940,"",OCEAN,AVE,,,,,,,,,,,3,11230,
1941,1941,"",65TH,ST,,,,,,,,,,,3,11204,
1941,1941,"",OCEAN,AVE,,,,,,,,,,,3,11230,
1941,1941,"",SOUTHERN,BLVD,,,,,,,,,,,2,10460,
1941 TO 1947,1941,1947,VYSE,AVE,,,,,,,,,,,2,10460,
1942,1942,"",E 8TH,ST,,,,,,,,,,,3,11223,
1943,1943,"",GLEASON,AVE,,,,,,,,,,,2,10472,
1944,1944,"",ANDREWS,AVE,106,106,"",W 179TH,ST,,,,,,2,10453,
1944,1944,"",ANDREWS,AVE,106,106,"",W 179TH,,,,,,ST,2,10453,
1944,1944,"",MADISON,AVE,,,,,,,,,,,1,10035,
1944,1944,"",UNIONPORT,RD,,,,,,,,,,,2,10462,
1945,1945,"",GLEASON,AVE,,,,,,,,,,,2,10472,
1945,1945,"",LORING,PL S,,,,,,,,,,,2,10453,
1945,1945,"",MCGRAW,AVE,,,,,,,,,,,2,10462,
1945,1945,"",OCEAN,AVE,,,,,,,,,,,3,11230,
1945,1945,"",VYSE,AVE,,,,,,,,,,,2,10460,
1946,1946,"",70TH,ST,,,,,,,,,,,3,11204,
1946,1946,"",AMSTERDAM,AVE,,,,,,,,,,,1,10032,
1946,1946,"",BAY RIDGE,PKWY,,,,,,,,,,,3,11204,
1946,1946,"",E TREMONT,AVE,,,,,,,,,,,2,10462,
1946 TO 1948,1946,1948,70TH,ST,,,,,,,,,,,3,11204,
1946 TO 1950,1946,1950,NOSTRAND,AVE,,,,,,,,,,,3,11210,
1947,1947,"",65TH,ST,,,,,,,,,,,3,11204,
1947,1947,"",OCEAN,AVE,,,,,,,,,,,3,11230,
1948 TO 1952,1948,1952,PARK,AVE,,,,,,,,,,,1,10037,
1949,1949,"",7TH,AVE,1949,1949,"",ADAM CLAYTON POWELL JR,BLVD,,,,,,1,10026,
1949,1949,"",7TH,AVE,1949,1949,"",ADAM CLAYTON POWELL JR,,,,,,BLVD,1,10026,
1949,1949,"",MCGRAW,AVE,,,,,,,,,,,2,10462,
195,195,"",10TH,AVE,,,,,,,,,,,1,10011,
195,195,"",23RD,ST,,,,,,,,,,,3,11232,
195,195,"",5TH,AVE,,,,,,,,,,,3,11217,
195,195,"",7TH,AVE,,,,,,,,,,,3,11215,
195,195,"",BAY 29TH,ST,,,,,,,,,,,3,11214,
195,195,"",BEDFORD,AVE,,,,,,,,,,,3,11211,
195,195,"",BENNETT,AVE,,,,,,,,,,,1,10040,
195,195,"",CALYER,ST,,,,,,,,,,,3,11222,
195,195,"",CLAREMONT,AVE,,,,,,,,,,,1,10027,
195,195,"",COLUMBIA,ST,,,,,,,,,,,3,11231,
195,195,"",DRIGGS,AVE,,,,,,,,,,,3,11222,
195,195,"",E 100TH,ST,,,,,,,,,,,1,10029,
195,195,"",E 4TH,ST,,,,,,,,,,,1,10009,
195,195,"",HENRY,ST,,,,,,,,,,,1,10002,
195,195,"",HESTER,ST,,,,,,,,,,,1,10013,
195,195,"",HICKS,ST,,,,,,,,,,,3,11201,
195,195,"",HIGHLAWN,AVE,,,,,,,,,,,3,11223,
195,195,"",IRVING,AVE,,,,,,,,,,,3,11237,
195,195,"",KENT,ST,,,,,,,,,,,3,11222,
195,195,"",KINGSTON,AVE,,,,,,,,,,,3,11213,
195,195,"",LENOX,AVE,,,,,,,,,,,1,10026,
195,195,"",LENOX,RD,,,,,,,,,,,3,11226,
195,195,"",LUQUER,ST,,,,,,,,,,,3,11231,
195,195,"",MADISON,ST,,,,,,,,,,,1,10002,
195,195,"",N 6TH,ST,,,,,,,,,,,3,11211,
195,195,"",QUINCY,ST,,,,,,,,,,,3,11216,
195,195,"",SPRING,ST,,,,,,,,,,,1,10012,
195,195,"",STOCKHOLM,ST,,,,,,,,,,,3,11237,
195,195,"",SUMPTER,ST,,,,,,,,,,,3,11233,
195,195,"",TRANTOR,PL,,,,,,,,,,,5,10302,
195,195,"",UNDERHILL,AVE,,,,,,,,,,,3,11238,
195,195,"",W 10TH,ST,,,,,,,,,,,1,10014,
195,195,"",WASHINGTON,PARK,,,,,,,,,,,3,11205,
195 TO 197,195,197,HOPKINSON,AVE,,,,,,,,,,,3,11233,
195 TO 199,195,199,E 2ND,ST,,,,,,,,,,,1,10009,
195 TO 201,195,201,ORCHARD,ST,,,,,,,,,,,1,10002,
195-05,195-05,"",39TH,AVE,,,,,,,,,,,4,11358,
195-05,195-05,"",67TH,AVE,,,,,,,,,,,4,11365,
195-06,195-06,"",WOODHULL,AVE,,,,,,,,,,,4,11423,
195-10,195-10,"",67TH,AVE,,,,,,,,,,,4,11365,
