bldgno1,bldgno1_low,bldgno1_high,street_name1,street_suffix1,bldgno2,bldgno2_low,bldgno2_high,street_name2,street_suffix2,bldgno3,bldgno3_low,bldgno3_high,street_name3,street_suffix3,boro_code,zip,bbl
1,1,"",74TH,ST,,,,,,,,,,,3,11209,
1,1,"",ADRIAN,AVE,,,,,,,,,,,2,10463,
1,1,"",ALBANY,AVE,,,,,,,,,,,3,11216,
1,1,"",ALDEN,PARK,,,,,,,,,,,2,10465,
1,1,"",ARDEN,ST,,,,,,,,,,,1,10040,
1,1,"",ASCAN,AVE,,,,,,,,,,,4,11375,
1,1,"",ASTOR,PL,,,,,,,,,,,1,10003,
1,1,"",AUDUBON,AVE,,,,,,,,,,,1,10032,
1,1,"",BANK,ST,,,,,,,,,,,1,10014,
1,1,"",BEACH 105TH,ST,,,,,,,,,,,4,11694,
1,1,"",BOGARDUS,PL,,,,,,,,,,,1,10040,
1,1,"",BROADWAY,TER,,,,,,,,,,,1,10040,
1,1,"",CABRINI,BLVD,,,,,,,,,,,1,10033,
1,1,"",CAMBRIDGE,PL,,,,,,,,,,,3,11238,
1,1,"",CHESTER,CT,,,,,,,,,,,3,11225,
1,1,"",CHRISTOPHER,ST,,,,,,,,,,,1,10014,
1,1,"",CONVENT,AVE,,,,,,,,,,,1,10027,
1,1,"",E 118TH,ST,,,,,,,,,,,1,10035,
1,1,"",E 124TH,ST,,,,,,,,,,,1,10035,
1,1,"",E 198TH,ST,,,,,,,,,,,2,10468,
1,1,"",E 19TH,ST,,,,,,,,,,,3,11226,
1,1,"",E 213TH,ST,3594,3594,"",JEROME,AVE,,,,,,2,10467,
1,1,"",E 213TH,ST,,,,,,,,,,,2,10467,
1,1,"",E 93RD,ST,,,,,,,,,,,1,10128,
1,1,"",E TREMONT,AVE,,,,,,,,,,,2,10453,
1,1,"",ELTON,ST,,,,,,,,,,,3,11208,
1,1,"",ESSEX,ST,,,,,,,,,,,1,10002,
1,1,"",HAVEN,PLZ,200 TO 212,200,212,AVENUE C,,,,,,,1,10009,
1,1,"",HAVEN,PLZ,,,,AVENUE C,,,,,,,1,10009,
1,1,"",JACOBUS,PL,,,,,,,,,,,2,10463,
1,1,"",JANE,ST,,,,,,,,,,,1,10014,
1,1,"",KING,ST,,,,,,,,,,,1,10012,
1,1,"",KOSCIUSKO,ST,,,,,,,,,,,3,11205,
1,1,"",KOSCIUSZKO,ST,,,,,,,,,,,3,11205,
1,1,"",METROPOLITAN,OVAL,,,,,,,,,,,2,10462,
1,1,"",MORNINGSIDE,DR,,,,,,,,,,,1,10025,
1,1,"",PARADE,PL,,,,,,,,,,,3,11226,
1,1,"",PIKE,ST,,,,,,,,,,,1,10002,
1,1,"",PLAZA,ST W,,,,,,,,,,,3,11217,
1,1,"",PROSPECT,PARK SW,,,,,,,,,,,3,11215,
1,1,"",PROSPECT,PARK W,,,,,,,,,,,3,11215,
1,1,"",RIDGEWOOD,PL,,,,,,,,,,,3,11237,
1,1,"",RIVER,PL,,,,,,,,,,,1,10036,
1,1,"",S OXFORD,ST,,,,,,,,,,,3,11217,
1,1,"",SAINT NICHOLAS,TER,,,,,,,,,,,1,10027,
1,1,"",SAINT PAULS,CT,,,,,,,,,,,3,11226,
1,1,"",SICKLES,ST,,,,,,,,,,,1,10040,
1,1,"",SPENCER,CT,,,,,,,,,,,3,11205,
1,1,"",SPENCER,PL,,,,,,,,,,,3,11216,
1,1,"",STATION,SQ,,,,,,,,,,,4,11375,
1,1,"",STUYVESANT,OVAL,,,,,,,,,,,1,10009,
1,1,"",TENNIS,CT,,,,,,,,,,,3,11226,
1,1,"",UNION,SQ S,,,,,,,,,,,1,10003,
1,1,"",UNIVERSITY,PL,,,,,,,,,,,1,10003,
1,1,"",W 127TH,ST,,,,,,,,,,,1,10027,
1,1,"",W 131ST,ST,,,,,,,,,,,1,10037,
1,1,"",W 137TH,ST,,,,,,,,,,,1,10037,
1,1,"",W 182ND,ST,2201 TO 2207,2201,2207,JEROME,AVE,,,,,,2,10453,
1,1,"",W 182ND,ST,,,,JEROME,AVE,,,,,,2,10453,
1,1,"",W 182ND,ST,,,,,,,,,,,2,10453,
1,1,"",W 30TH,ST,284,284,"",5TH,AVE,,,,,,1,10001,
1,1,"",W 30TH,ST,284,284,"",5TH,,,,,,AVE,1,10001,
1,1,"",W 85TH,ST,251,251,"",CENTRAL,PARK W,,,,,,1,10024,
1,1,"",W 85TH,ST,,,,,,,,,,,1,10024,
1,1,"",W 89TH,ST,291,291,"",CENTRAL,PARK W,,,,,,1,10024,
1,1,"",W 89TH,ST,291,291,"",CENTRAL,,,,,,PARK W,1,10024,
1,1,"",WASHINGTON SQUARE,VLG,,,,,,,,,,,1,10012,
1,1,"",WILLOW,PL,,,,,,,,,,,3,11201,
1 TO 13,1,13,TENNIS,CT,,,,,,,,,,,3,11226,
1 TO 15,1,15,BENNETT,AVE,,,,,,,,,,,1,10033,
1 TO 15,1,15,E GUN HILL,RD,3500,3500,"",JEROME,AVE,,,,,,2,10467,
1 TO 17,1,17,74TH,ST,,,,,,,,,,,3,11209,
1 TO 17,1,17,WEST,ST,,,,,,,,,,,1,10004,
1 TO 19,1,19,E 1ST,ST,,,,,,,,,,,1,10003,
1 TO 19,1,19,TUDOR CITY,PL,,,,,,,,,,,1,10017,
1 TO 2,1,2,SHERIDAN,SQ,,,,,,,,,,,1,10014,
1 TO 3,1,3,CHARLES,ST,,,,,,,,,,,1,10014,
1 TO 3,1,3,E 35TH,ST,,,,,,,,,,,1,10016,
1 TO 3,1,3,ELIZABETH,ST,,,,,,,,,,,1,10013,
1 TO 3,1,3,MINETTA,ST,,,,,,,,,,,1,10012,
1 TO 3,1,3,SLOSSON,TER,,,,,,,,,,,5,10301,
1 TO 5,1,5,OLD FULTON,ST,,,,,,,,,,,3,11201,
1 TO 5,1,5,POST,AVE,,,,,,,,,,,1,10034,
1 TO 7,1,7,ADRIAN,AVE,130,130,"",TERRACE VIEW,AVE,,,,,,2,10463,
1 TO 7,1,7,CLINTON,ST,,,,,,,,,,,1,10002,
1 TO 7,1,7,DELANCEY,ST,,,,,,,,,,,1,10002,
1 TO 7,1,7,SHERMAN,AVE,107,107,"",ELLWOOD,ST,,,,,,1,10040,
1 TO 9,1,9,SEAMAN,AVE,,,,,,,,,,,1,10034,
1-11,1-11,"",MARBLE HILL,AVE,,,,,,,,,,,2,10463,
1-58,1-58,"",BEACH 116TH,ST,,,,,,,,,,,4,11694,
1-75,1-75,"",BEACH 91ST,ST,,,,,,,,,,,4,11693,
10,10,"",5TH,AVE,,,,,,,,,,,1,10011,
10,10,"",ADRIAN,AVE,,,,,,,,,,,2,10463,
10,10,"",ARGYLE,RD,,,,,,,,,,,3,11218,
10,10,"",ATKINS,AVE,,,,,,,,,,,3,11208,
10,10,"",AVENUE P,,,,,,,,,,,,3,11204,
10,10,"",BENNETT,AVE,,,,,,,,,,,1,10033,
10,10,"",BLEECKER,ST,,,,,,,,,,,3,11221,
10,10,"",CHARLES,ST,,,,,,,,,,,1,10014,
10,10,"",CLERMONT,AVE,,,,,,,,,,,3,11205,
10,10,"",COOPER,ST,,,,,,,,,,,1,10034,
10,10,"",DELANCEY,ST,,,,,,,,,,,1,10002,
10,10,"",DOWNING,ST,,,,,,,,,,,1,10014,
10,10,"",E 116TH,ST,,,,,,,,,,,1,10029,
10,10,"",E 132ND,ST,,,,,,,,,,,1,10037,
10,10,"",E 138TH,ST,,,,,,,,,,,1,10037,
10,10,"",E 13TH,ST,,,,,,,,,,,1,10003,
10,10,"",E 198TH,ST,,,,,,,,,,,2,10468,
10,10,"",E 236TH,ST,,,,,,,,,,,2,10470,
10,10,"",E 29TH,ST,,,,,,,,,,,1,10016,
10,10,"",E 78TH,ST,,,,,,,,,,,1,10021,
10,10,"",E 78TH,ST,,,,,,,,,,,1,10075,
10,10,"",E END,AVE,,,,,,,,,,,1,10021,
10,10,"",FORREST,ST,9,9,"",NOLL,ST,,,,,,3,11206,
10,10,"",GAY,ST,,,,,,,,,,,1,10014,
10,10,"",GOODWIN,PL,,,,,,,,,,,3,11221,
10,10,"",HANCOCK,ST,,,,,,,,,,,3,11216,
10,10,"",HAVEMEYER,ST,,,,,,,,,,,3,11211,
10,10,"",HILLSIDE,AVE,1-17,1-17,"",NAGLE,AVE,,,,,,1,10040,
10,10,"",HILLSIDE,AVE,1-17,1-17,"",NAGLE,,,,,,AVE,1,10040,
10,10,"",HILLSIDE,AVE,1e-17,1e-17,"",NAGLE,AVE,,,,,,1,10040,
10,10,"",HOLDER,PL,0.72,0.72,"",BURNS,ST,,,,,,4,11375,
10,10,"",HOLDER,PL,72-02,72-02,"",BURNS,ST,,,,,,4,11375,
10,10,"",HOLDER,PL,72-02,72-02,"",BURNS,,,,,,ST,4,11375,
10,10,"",JONES,ST,,,,,,,,,,,1,10014,
10,10,"",KIMBERLY,LN,,,,,,,,,,,5,10304,
10,10,"",MANHATTAN,AVE,,,,,,,,,,,1,10025,
10,10,"",MAUJER,ST,,,,,,,,,,,3,11206,
10,10,"",MENAHAN,ST,,,,,,,,,,,3,11221,
10,10,"",MIDWOOD,ST,,,,,,,,,,,3,11225,
10,10,"",MONTAGUE,TER,,,,,,,,,,,3,11201,
10,10,"",MONTAUK,AVE,,,,,,,,,,,3,11208,
10,10,"",MONTGOMERY,PL,,,,,,,,,,,3,11215,
10,10,"",OVERLOOK,TER,,,,,,,,,,,1,10033,
10,10,"",PATCHIN,PL,,,,,,,,,,,1,10011,
10,10,"",PELL,ST,,,,,,,,,,,1,10013,
10,10,"",PIERREPONT,ST,,,,,,,,,,,3,11201,
10,10,"",PLAZA,ST E,,,,,,,,,,,3,11238,
10,10,"",PROSPECT,PARK SW,,,,,,,,,,,3,11215,
10,10,"",RUTGERS,ST,,,,,,,,,,,1,10002,
10,10,"",SACKMAN,ST,,,,,,,,,,,3,11233,
10,10,"",SAINT MARKS,PL,,,,,,,,,,,1,10003,
10,10,"",SHERIDAN,SQ,,,,,,,,,,,1,10014,
10,10,"",STRATFORD,RD,10,10,"",E 11TH,ST,,,,,,3,11218,
10,10,"",STRATFORD,RD,10,10,"",E 11TH,,,,,,ST,3,11218,
10,10,"",STUYVESANT,OVAL,,,,,,,,,,,1,10009,
10,10,"",VERMILYEA,AVE,,,,,,,,,,,1,10034,
10,10,"",W 103RD,ST,,,,,,,,,,,1,10025,
10,10,"",W 107TH,ST,,,,,,,,,,,1,10025,
10,10,"",W 119TH,ST,,,,,,,,,,,1,10026,
10,10,"",W 135TH,ST,,,,,,,,,,,1,10037,
10,10,"",W 182ND,ST,,,,,,,,,,,2,10453,
10,10,"",W 74TH,ST,,,,,,,,,,,1,10023,
10,10,"",W 75TH,ST,,,,,,,,,,,1,10023,
10,10,"",W 76TH,ST,,,,,,,,,,,1,10023,
10,10,"",W 87TH,ST,,,,,,,,,,,1,10024,
10,10,"",W 90TH,ST,,,,,,,,,,,1,10024,
10,10,"",W 95TH,ST,,,,,,,,,,,1,10025,
10 TO 12,10,12,BARCLAY,ST,,,,,,,,,,,1,10007,
10 TO 12,10,12,CHRISTOPHER,ST,,,,,,,,,,,1,10014,
10 TO 12,10,12,E 16TH,ST,,,,,,,,,,,1,10003,
10 TO 12,10,12,ELDERT,ST,,,,,,,,,,,3,11207,
10 TO 12,10,12,ELIZABETH,ST,,,,,,,,,,,1,10013,
10 TO 12,10,12,FORT WASHINGTON,AVE,,,,,,,,,,,1,10032,
10 TO 12,10,12,MONTGOMERY,ST,,,,,,,,,,,1,10002,
10 TO 12,10,12,MORTON,ST,,,,,,,,,,,1,10014,
10 TO 16,10,16,OCEAN,PKWY,,,,,,,,,,,3,11218,
10 TO 16,10,16,PATCHEN,AVE,,,,,,,,,,,3,11221,
10 TO 16,10,16,W 16TH,ST,,,,,,,,,,,1,10011,
10 TO 18,10,18,JACOBUS,PL,2 TO 6,2,6,FORT CHARLES,PL,,,,,,2,10463,
10 TO 18,10,18,JACOBUS,PL,,,,FORT CHARLES,PL,,,,,,2,10463,
10 TO 22,10,22,FAIRVIEW,AVE,,,,,,,,,,,1,10040,
10 TO 22,10,22,SHORE,BLVD,,,,,,,,,,,3,11235,
10 TO 24,10,24,PARK,TER E,,,,,,,,,,,1,10034,
10 TO 32,10,32,W 65TH,ST,,,,,,,,,,,1,10023,
10 TO 68,10,68,PARK HILL,AVE,,,,,,,,,,,5,10304,
10-01,10-01,"",162ND,ST,,,,,,,,,,,4,11357,
10-01 TO 10-25,10-01,10-25,HARTMAN,LN,29-06 TO 29-08,29-06,29-08,DWIGHT,AVE,,,,,,4,11691,
10-01 TO 10-25,10-01,10-25,HARTMAN,LN,,,,DWIGHT,AVE,,,,,,4,11691,
10-01 TO 10-25,10-01,10-25,HARTMAN,LN,,,,,,,,,,,4,11691,
10-03,10-03,"",WYCKOFF,AVE,,,,,,,,,,,4,11385,
10-05,10-05,"",34TH,AVE,,,,,,,,,,,4,11106,
10-06 TO 10-20,10-06,10-20,NEILSON,ST,,,,,,,,,,,4,11691,
10-08 TO 10-24,10-08,10-24,BAY 30TH,ST,29-14 TO 29-16,29-14,29-16,DWIGHT,AVE,,,,,,4,11691,
10-09,10-09,"",34TH,AVE,,,,,,,,,,,4,11106,
10-10,10-10,"",166TH,ST,,,,,,,,,,,4,11357,
10-10,10-10,"",46TH,RD,,,,,,,,,,,4,11101,
10-11,10-11,"",162ND,ST,,,,,,,,,,,4,11357,
10-11,10-11,"",34TH,AVE,,,,,,,,,,,4,11106,
10-11,10-11,"",50TH,AVE,,,,,,,,,,,4,11101,
10-12,10-12,"",37TH,AVE,,,,,,,,,,,4,11101,
10-12,10-12,"",47TH,AVE,,,,,,,,,,,4,11101,
10-12,10-12,"",NAMEOKE,ST,,,,,,,,,,,4,11691,
10-14,10-14,"",37TH,AVE,,,,,,,,,,,4,11101,
10-15,10-15,"",47TH,AVE,,,,,,,,,,,4,11101,
10-15,10-15,"",WYCKOFF,AVE,,,,,,,,,,,4,11385,
10-17,10-17,"",47TH,AVE,,,,,,,,,,,4,11101,
10-17,10-17,"",WYCKOFF,AVE,,,,,,,,,,,4,11385,
10-19,10-19,"",NEILSON,ST,,,,,,,,,,,4,11691,
10-21,10-21,"",162ND,ST,,,,,,,,,,,4,11357,
10-21,10-21,"",NEILSON,ST,,,,,,,,,,,4,11691,
10-22,10-22,"",47TH,RD,,,,,,,,,,,4,11101,
10-23,10-23,"",NEILSON,ST,,,,,,,,,,,4,11691,
10-24,10-24,"",166TH,ST,,,,,,,,,,,4,11357,
10-25,10-25,"",47TH,RD,,,,,,,,,,,4,11101,
10-25,10-25,"",NEILSON,ST,,,,,,,,,,,4,11691,
10-26,10-26,"",47TH,RD,,,,,,,,,,,4,11101,
10-26 TO 10-30,10-26,10-30,JACKSON,AVE,,,,,,,,,,,4,11101,
10-27,10-27,"",NEILSON,ST,,,,,,,,,,,4,11691,
10-29,10-29,"",NEILSON,ST,,,,,,,,,,,4,11691,
10-31,10-31,"",NEILSON,ST,,,,,,,,,,,4,11691,
10-32,10-32,"",49TH,AVE,,,,,,,,,,,4,11101,
10-33,10-33,"",115TH,ST,,,,,,,,,,,4,11356,
10-35,10-35,"",115TH,ST,,,,,,,,,,,4,11356,
10-37,10-37,"",48TH,AVE,,,,,,,,,,,4,11101,
10-38,10-38,"",47TH,RD,,,,,,,,,,,4,11101,
10-39,10-39,"",115TH,ST,,,,,,,,,,,4,11356,
10-39,10-39,"",48TH,AVE,,,,,,,,,,,4,11101,
10-41,10-41,"",115TH,ST,,,,,,,,,,,4,11356,
10-41,10-41,"",48TH,AVE,,,,,,,,,,,4,11101,
10-43,10-43,"",47TH,AVE,,,,,,,,,,,4,11101,
10-45,10-45,"",115TH,ST,,,,,,,,,,,4,11356,
10-47,10-47,"",115TH,ST,,,,,,,,,,,4,11356,
10-47,10-47,"",47TH,AVE,,,,,,,,,,,4,11101,
10-49,10-49,"",115TH,ST,,,,,,,,,,,4,11356,
10-49,10-49,"",48TH,AVE,,,,,,,,,,,4,11101,
10-50,10-50,"",44TH,DR,,,,,,,,,,,4,11101,
10-51,10-51,"",49TH,AVE,,,,,,,,,,,4,11101,
10-53,10-53,"",115TH,ST,,,,,,,,,,,4,11356,
10-57,10-57,"",115TH,ST,,,,,,,,,,,4,11356,
10-61,10-61,"",115TH,ST,,,,,,,,,,,4,11356,
10-91,10-91,"",JACKSON,AVE,,,,,,,,,,,4,11101,
10-93,10-93,"",JACKSON,AVE,,,,,,,,,,,4,11101,
100,100,"",1ST,AVE,401 TO 403,401,403,E 6TH,ST,,,,,,1,10009,
100,100,"",1ST,AVE,401 TO 403,401,403,E 6TH,,,,,,ST,1,10009,
100,100,"",1ST,AVE,,,,E 6TH,ST,,,,,,1,10009,
100,100,"",2ND,AVE,,,,,,,,,,,1,10003,
100,100,"",8TH,AVE,,,,,,,,,,,3,11215,
100,100,"",ALLEN,ST,101,101,"",ORCHARD,ST,,,,,,1,10002,
100,100,"",ALLEN,ST,101,101,"",ORCHARD,,,,,,ST,1,10002,
100,100,"",ARDEN,ST,,,,,,,,,,,1,10040,
100,100,"",AVENUE P,,,,,,,,,,,,3,11204,
100,100,"",BALTIC,ST,,,,,,,,,,,3,11201,
100,100,"",BANK,ST,,,,,,,,,,,1,10014,
100,100,"",BAY RIDGE,AVE,,,,,,,,,,,3,11220,
100,100,"",BEDFORD,AVE,,,,,,,,,,,3,11211,
100,100,"",BEDFORD,AVE,,,,,,,,,,,3,11249,
100,100,"",BELMONT,PL,,,,,,,,,,,5,10301,
100,100,"",BENNETT,AVE,,,,,,,,,,,1,10033,
100,100,"",BERRY,ST,,,,,,,,,,,3,11211,
100,100,"",BERRY,ST,,,,,,,,,,,3,11249,
100,100,"",BUSHWICK,AVE,,,,,,,,,,,3,11206,
100,100,"",CABRINI,BLVD,,,,,,,,,,,1,10033,
100,100,"",CATON,AVE,,,,,,,,,,,3,11218,
100,100,"",CENTRAL,AVE,,,,,,,,,,,3,11206,
100,100,"",CHARLTON,ST,,,,,,,,,,,1,10014,
100,100,"",CLARK,ST,,,,,,,,,,,3,11201,
100,100,"",CLAY,ST,,,,,,,,,,,3,11222,
100,100,"",COLFAX,AVE,,,,,,,,,,,5,10306,
100,100,"",COOPER,ST,,,,,,,,,,,1,10034,
100,100,"",DIAMOND,ST,,,,,,,,,,,3,11222,
100,100,"",E 123RD,ST,,,,,,,,,,,1,10035,
100,100,"",E 124TH,ST,,,,,,,,,,,1,10035,
100,100,"",E 182ND,ST,,,,,,,,,,,2,10453,
100,100,"",E 18TH,ST,,,,,,,,,,,3,11226,
100,100,"",E 21ST,ST,,,,,,,,,,,3,11226,
100,100,"",E 31ST,ST,,,,,,,,,,,1,10016,
100,100,"",E 7TH,ST,,,,,,,,,,,1,10009,
100,100,"",E 92ND,ST,,,,,,,,,,,3,11212,
100,100,"",E MOSHOLU,PKWY S,,,,,,,,,,,2,10458,
100,100,"",EAGLE,ST,,,,,,,,,,,3,11222,
100,100,"",ECKFORD,ST,,,,,,,,,,,3,11222,
100,100,"",EDGECOMBE,AVE,,,,,,,,,,,1,10030,
100,100,"",ELTON,ST,,,,,,,,,,,3,11208,
100,100,"",FORT WASHINGTON,AVE,,,,,,,,,,,1,10032,
100,100,"",FRANKLIN,AVE,,,,,,,,,,,3,11205,
100,100,"",GREENPOINT,AVE,,,,,,,,,,,3,11222,
100,100,"",HURON,ST,,,,,,,,,,,3,11222,
100,100,"",INDIA,ST,,,,,,,,,,,3,11222,
100,100,"",JACKSON,ST,,,,,,,,,,,3,11211,
100,100,"",JANE,ST,,,,,,,,,,,1,10014,
100,100,"",KENT,ST,,,,,,,,,,,3,11222,
100,100,"",LEFFERTS,AVE,,,,,,,,,,,3,11225,
100,100,"",LEXINGTON,AVE,,,,,,,,,,,1,10016,
100,100,"",LINDEN,BLVD,,,,,,,,,,,3,11226,
100,100,"",LINDEN,ST,,,,,,,,,,,3,11221,
100,100,"",MADISON,ST,,,,,,,,,,,1,10002,
100,100,"",MAIDEN,LN,,,,,,,,,,,1,10038,
100,100,"",MARINE,AVE,,,,,,,,,,,3,11209,
100,100,"",MARTIN LUTHER KING JR,PL,,,,,,,,,,,3,11206,
100,100,"",MOSCO,ST,,,,,,,,,,,1,10013,
100,100,"",MOTT,ST,,,,,,,,,,,1,10013,
100,100,"",OCEAN,PKWY,,,,,,,,,,,3,11218,
100,100,"",OVERLOOK,TER,,,,,,,,,,,1,10040,
100,100,"",PARK,TER W,,,,,,,,,,,1,10034,
100,100,"",POWERS,ST,,,,,,,,,,,3,11211,
100,100,"",PROSPECT,PARK W,,,,,,,,,,,3,11215,
100,100,"",PULASKI,ST,,,,,,,,,,,3,11206,
100,100,"",RALPH,AVE,,,,,,,,,,,3,11221,
100,100,"",REMSEN,ST,,,,,,,,,,,3,11201,
100,100,"",RIVERSIDE,DR,,,,,,,,,,,1,10024,
100,100,"",ROGERS,AVE,,,,,,,,,,,3,11216,
100,100,"",S 8TH,ST,,,,,,,,,,,3,11211,
100,100,"",SAINT MARKS,PL,,,,,,,,,,,1,10009,
100,100,"",SAINT MARKS,PL,,,,,,,,,,,3,11217,
100,100,"",STARR,ST,,,,,,,,,,,3,11237,
100,100,"",STUYVESANT,PL,,,,,,,,,,,5,10301,
100,100,"",SUFFOLK,ST,,,,,,,,,,,1,10002,
100,100,"",SULLIVAN,ST,,,,,,,,,,,1,10012,
100,100,"",THAYER,ST,,,,,,,,,,,1,10040,
100,100,"",TROUTMAN,ST,,,,,,,,,,,3,11206,
100,100,"",W 105TH,ST,,,,,,,,,,,1,10025,
100,100,"",W 106TH,ST,934,934,"",COLUMBUS,AVE,,,,,,1,10025,
100,100,"",W 106TH,ST,934,934,"",COLUMBUS,,,,,,AVE,1,10025,
100,100,"",W 113TH,ST,,,,,,,,,,,1,10026,
100,100,"",W 124TH,ST,,,,,,,,,,,1,10027,
100,100,"",W 128TH,ST,,,,,,,,,,,1,10027,
100,100,"",W 12TH,ST,,,,,,,,,,,1,10011,
100,100,"",W 130TH,ST,,,,,,,,,,,1,10027,
100,100,"",W 138TH,ST,,,,,,,,,,,1,10030,
100,100,"",W 139TH,ST,,,,,,,,,,,1,10030,
100,100,"",W 143RD,ST,,,,,,,,,,,1,10030,
100,100,"",W 174TH,ST,,,,,,,,,,,2,10453,
100,100,"",W 27TH,ST,,,,,,,,,,,1,10001,
100,100,"",W 67TH,ST,154,154,"",COLUMBUS,,,,,,AVE,1,10023,
100,100,"",W 67TH,ST,,,,,,,,,,,1,10023,
100,100,"",W 69TH,ST,190,190,"",COLUMBUS,AVE,,,,,,1,10023,
100,100,"",W 69TH,ST,190,190,"",COLUMBUS,,,,,,AVE,1,10023,
100,100,"",W 71ST,ST,234,234,"",COLUMBUS,AVE,,,,,,1,10023,
100,100,"",W 71ST,ST,234,234,"",COLUMBUS,,,,,,AVE,1,10023,
100,100,"",W 72ND,ST,,,,,,,,,,,1,10023,
100,100,"",W 73RD,ST,270,270,"",COLUMBUS,AVE,,,,,,1,10023,
100,100,"",W 73RD,ST,270,270,"",COLUMBUS,,,,,,AVE,1,10023,
100,100,"",W 74TH,ST,286 TO 294,286,294,COLUMBUS,AVE,,,,,,1,10023,
100,100,"",W 74TH,ST,,,,COLUMBUS,AVE,,,,,,1,10023,
100,100,"",W 74TH,ST,,,,,,,,,,,1,10023,
100,100,"",W 76TH,ST,,,,,,,,,,,1,10023,
100,100,"",W 79TH,ST,,,,,,,,,,,1,10024,
100,100,"",W 83RD,ST,,,,,,,,,,,1,10024,
100,100,"",W 85TH,ST,,,,,,,,,,,1,10024,
100,100,"",W 86TH,ST,,,,,,,,,,,1,10024,
100,100,"",W 87TH,ST,,,,,,,,,,,1,10024,
100,100,"",W 93RD,ST,,,,,,,,,,,1,10025,
100,100,"",WINTHROP,ST,,,,,,,,,,,3,11225,
100 TO 102,100,102,FORSYTH,ST,,,,,,,,,,,1,10002,
100 TO 102,100,102,HAMLIN,PL,,,,,,,,,,,5,10302,
100 TO 102,100,102,HART,ST,,,,,,,,,,,3,11206,
100 TO 102,100,102,POST,AVE,,,,,,,,,,,1,10034,
100 TO 102,100,102,W 26TH,ST,,,,,,,,,,,1,10001,
100 TO 104,100,104,CENTRAL,PARK S,100 TO 104,100,104,W 59TH,ST,,,,,,1,10019,
100 TO 104,100,104,CENTRAL,PARK S,100 TO 104,100,104,W 59TH,,,,,,ST,1,10019,
100 TO 104,100,104,CHRISTOPHER,ST,,,,,,,,,,,1,10014,
100 TO 104,100,104,STANTON,ST,,,,,,,,,,,1,10002,
100-02,100-02,"",37TH,AVE,,,,,,,,,,,4,11368,
100-04,100-04,"",37TH,AVE,,,,,,,,,,,4,11368,
100-06,100-06,"",37TH,AVE,,,,,,,,,,,4,11368,
100-06,100-06,"",40TH,RD,,,,,,,,,,,4,11368,
100-09,100-09,"",32ND,AVE,,,,,,,,,,,4,11369,
100-10,100-10,"",37TH,AVE,,,,,,,,,,,4,11368,
100-10,100-10,"",67TH,RD,,,,,,,,,,,4,11375,
100-11,100-11,"",67TH,RD,,,,,,,,,,,4,11375,
100-12,100-12,"",37TH,AVE,,,,,,,,,,,4,11368,
100-13,100-13,"",41ST,AVE,,,,,,,,,,,4,11368,
100-14,100-14,"",37TH,AVE,,,,,,,,,,,4,11368,
100-15,100-15,"",41ST,AVE,,,,,,,,,,,4,11368,
100-16,100-16,"",37TH,AVE,,,,,,,,,,,4,11368,
100-18,100-18,"",37TH,AVE,,,,,,,,,,,4,11368,
100-18,100-18,"",40TH,RD,,,,,,,,,,,4,11368,
100-20,100-20,"",37TH,AVE,,,,,,,,,,,4,11368,
100-20,100-20,"",40TH,RD,,,,,,,,,,,4,11368,
100-22,100-22,"",37TH,AVE,,,,,,,,,,,4,11368,
100-22,100-22,"",SPRUCE,ST,,,,,,,,,,,4,11368,
100-25,100-25,"",QUEENS,BLVD,,,,,,,,,,,4,11375,
100-26,100-26,"",67TH,RD,,,,,,,,,,,4,11375,
1000,1000,"",GRAND CONCOURSE,,,,,,,,,,,,2,10451,
1000,1000,"",HOE,AVE,,,,,,,,,,,2,10459,
1000,1000,"",MONTGOMERY,ST,414 TO 416,414,416,UTICA,AVE,,,,,,3,11213,
1000,1000,"",MONTGOMERY,ST,414 TO 416,414,416,UTICA,,,,,,AVE,3,11213,
1000,1000,"",MONTGOMERY,ST,,,,UTICA,AVE,,,,,,3,11213,
1000,1000,"",OCEAN,PKWY,,,,,,,,,,,3,11230,
1000,1000,"",PARK,PL,,,,,,,,,,,3,11213,
1000 TO 1006,1000,1006,PARK,AVE,,,,,,,,,,,1,10028,
1000 TO 1020,1000,1020,WILLOWBROOK,RD,,,,,,,,,,,5,10314,
1001,1001,"",AVENUE H,,,,,,,,,,,,3,11230,
1001,1001,"",DECATUR,ST,,,,,,,,,,,3,11207,
1001,1001,"",DORCHESTER,RD,,,,,,,,,,,3,11218,
1001,1001,"",DR MARTIN L KING JR,BLVD,,,,,,,,,,,2,10452,
1001,1001,"",E 167TH,ST,,,,,,,,,,,2,10459,
1001,1001,"",FINDLAY,AVE,,,,,,,,,,,2,10456,
1001,1001,"",GRAND CONCOURSE,,123,123,"",E 164TH,ST,,,,,,2,10452,
1001,1001,"",GRAND CONCOURSE,,,,,,,,,,,,2,10452,
1001,1001,"",HOME,ST,,,,,,,,,,,2,10459,
1001,1001,"",JEROME,AVE,,,,,,,,,,,2,10452,
1001,1001,"",LINCOLN,PL,,,,,,,,,,,3,11213,
1001,1001,"",OCEAN,AVE,,,,,,,,,,,3,11226,
1001,1001,"",SAINT NICHOLAS,AVE,,,,,,,,,,,1,10032,
1001,1001,"",SENECA,AVE,,,,,,,,,,,4,11385,
1001,1001,"",WOODYCREST,AVE,,,,,,,,,,,2,10452,
